index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
64808,면/만두,초스피드,채소류,비빔,야채가 들어간 비빔면,야채비빔면,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/3ad1964bddf20ca5ca896ed6254813cd1.jpg,745,10분 이내,아무나,1인분,"[('비빔면', '1봉'), ('새러드 채소', '약간'), ('토마토', '1/6개')]","봄이 오니까 자꾸 시원한게 생각이 나시죠?
저두요. . .
그래서 비빔면 삶아 샐러드 채소로 넣고 
계란조림에 들어갈 삶은 계란도 반쪽,
짭짭이 토마토도 
그러니 맛나네요~^^","[{'step_number': 1, 'description': '비빔면은 삶아 찬물에 헹구고', 'image_url': None}, {'step_number': 2, 'description': '각종 야채 씻어 물기 빼주고', 'image_url': None}, {'step_number': 3, 'description': '토마토 썰어', 'image_url': None}, {'step_number': 4, 'description': '큰그릇에 면담고 1부터 3까지 예쁘게 오림 끝.', 'image_url': None}]"
64809,면/만두,초스피드,채소류,비빔,여름에는 매콤하고 시원한 막국수!,막국수,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/251106ca244fa3d2948edf1d1ea857d01.jpg,"1,016",30분 이내,초급,1인분,"[('상추', ''), ('양배추', ''), ('쌈무', ''), ('메밀국수면', '1인분'), ('삶은계란', '1개'), ('초고추장', '4T'), ('설탕', '1.5T'), ('다진마늘', '0.5T'), ('깨가루', '0.5T'), ('참기름', '0.5T'), ('통깨', ''), ('연겨자', '')]",갑자기 먹고 싶어진 막국수! 이제 막국수도 초간단으로 만들자!,"[{'step_number': 1, 'description': '먼저 면 삶을 물을 미리 올려놔 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/f9ab3f36a0e6772363288fec23b76bbd1.jpg'}, {'step_number': 2, 'description': '초고추장4T, 설탕1.5T, 다진마늘0.5T, 깨가루0.5T, 참기름 0.5T, 통깨, 연겨자를 넣고 잘 섞어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/e36273e03a0e823e16f0811741ac319f1.jpg'}, {'step_number': 3, 'description': '이번에는 여러종류의 채소를 준비해주세요. 저는 집에 만들어놓은 쌈무가 있어 넣어봤어요! 없으시면 생략 가능하십니다. 또 레시피에는 나와있지 않는 채소들을 넣어 먹어도 상관없어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/589191c45504e903bab9ba327c5732e21.jpg'}, {'step_number': 4, 'description': '물이 끓으면 면을 넣고 잘 삶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/5f7d1e4337452889816d4b375e79bd5a1.jpg'}, {'step_number': 5, 'description': '잘 삶아진 면을 채반에 받고 찬물로 헹궈주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/9f835321b90857bea0e0e49231fd3fd71.jpg'}, {'step_number': 6, 'description': '이제 모든 준비가 끝났습니다! 예쁘게 그릇에 담아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/e42869d2b5db126e63d393af8d588ee91.jpg'}, {'step_number': 7, 'description': '저는 삶은계란(마약계란)도 넣어봤어요! 이것도 취향대로 드시면 됩니다!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/09/020105e270c626d55c903c522031b42a1.jpg'}, {'step_number': 8, 'description': '이제 잘 비벼서 먹어줍니다!', 'image_url': None}]"
64810,면/만두,초스피드,채소류,비빔,양파 초절임 비빔면으로 맛있게 건강을 지켜보세요★,양파초절임비빔면,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/deb1c26c2df60801a70ad4e4070f590c1.jpg,"3,798",30분 이내,아무나,2인분,"[('양파', '3개'), ('물', '1/2종이컵'), ('식초', '1종이컵'), ('설탕', '1종이컵'), ('소금', '1숟가락'), ('소면', '1인분'), ('고추장', '2숟가락'), ('간장', '1숟가락'), ('맛술', '1숟가락'), ('설탕', '1숟가락'), ('매실', '1숟가락'), ('깨소금', '1숟가락'), ('참기름', '1/2숟가락')]",몸에 좋은 국산양파를 이용한 초절임 비빔면으로 가족들의 건강도 챙기고 양파 농가에게 힘을 보태주세요♡,"[{'step_number': 1, 'description': '양파는 얇게 채 썰어 준비해요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/17057298d39d714c24b538c056bd9a841.jpg'}, {'step_number': 2, 'description': '냄비에 물, 식초, 설탕, 소금을 넣어 한소끔 끓여요.냄비', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/6c1fc7e66e951db3e429827824e50c5c1.jpg'}, {'step_number': 3, 'description': '양파에 한 김 식힌 초절임 물을 넣어 약 30시간 이상 절여요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/638561037d7e5023f21941a4f8298e681.jpg'}, {'step_number': 4, 'description': '볼에 비빔면 양념을 넣어 양념장을 만들어요.볼', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/96772018306ca84def828a27f3a29a5d1.jpg'}, {'step_number': 5, 'description': '끓는 물에 소면을 넣어 삶아내어 찬물에 헹구어 내요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/6f24c116ab23794c9da584ab26a42a001.jpg'}, {'step_number': 6, 'description': '볼에 면과 양념장을 넣어 버무려요.볼', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/1b092b27c824c5db0322bd1a67fb435a1.jpg'}, {'step_number': 7, 'description': '그릇에 버무린 비빔면을 넣고 위에 초절임 양파를 듬뿍 올려 완성해요.그릇오이와 함께 곁들여도 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/26/e16f326d358a4bc53dd9ed8a6c8593e81.jpg'}]"
64811,면/만두,초스피드,채소류,비빔,냉쫄면 만드는법 초간단 레시피,쫄면,https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/a0d532e661a0f3208fc100149e0093bc1.jpg,"5,882",15분 이내,아무나,1인분,"[('쫄면 사리', '1개'), ('콩나물', '1주먹'), ('당근', '1/4개'), ('오이', '1/2개'), ('계란', '1개'), ('고추장', '1숟가락'), ('고춧가루', '1숟가락'), ('설탕', '1숟가락'), ('식초', '1.5숟가락'), ('다진마늘', '1숟가락'), ('매실청', '1숟가락')]",쫄면에 냉면육수를 넣어서 시원하게 즐길 수 있어요! 입맛없을때나 더운 여름에 추천합니다,"[{'step_number': 1, 'description': '재료를 준비해주세요 \n야채는 취향에 따라 조절해주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/943e7c4c2f12e8a9bfd92055dea941461.jpg'}, {'step_number': 2, 'description': '계란은 12분간 삶아주세요 \n야채는 채썰어줍니다.\n콩나물은 끓는물에 2분간 삶아줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/06b3a0775365e3ccbd30e4c90bf23eb61.jpg'}, {'step_number': 3, 'description': '고추장1, 고춧가루1, 다진마늘1, 설탕1, 식초1.5, 매실청1 이렇게 넣어주세요 \n고추장, 설탕, 식초는 1:1:1이 황금비율인데 저는 식초를 조금 더 넣어줬습니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/bc7ac6a9019cf4afef618c111f6f80de1.jpg'}, {'step_number': 4, 'description': '쫄면사리는 끓는물에 4분간 삶아주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/d6ff3575acfe28f915080c6cb9d6747f1.jpg'}, {'step_number': 5, 'description': '물이 끓어오를때 찬물을 부어주는게 면발 탱탱함의 팁입니다 ㅎㅎ', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/8784572e5bc46e7cfb29ad7c08c387c81.jpg'}, {'step_number': 6, 'description': '찬물에 깨끗하게 씻어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/480f616f780627af21e78e9419ff83b91.jpg'}, {'step_number': 7, 'description': '쫄면사리, 야채, 양념장 넣고 냉면육수 부어주면 끝! \n냉면육수 안부어서 먹으면 그냥 쫄면 육수 부어서 먹으면 냉쫄면입니다 :)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/6f1f46d2c900a67d1af7926cab74b5a31.jpg'}, {'step_number': 8, 'description': '맛잇게드세요! 국물이 끝내줘요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/15/e437cddf61b224ae55fdd63c85cd24221.jpg'}]"
64812,면/만두,초스피드,채소류,비빔,실패없는 김치비빔국수 양념장 레시피,김치비빔국수,https://recipe1.ezmember.co.kr/cache/recipe/2022/05/09/7318175988c47edf8e8c3f1816c35e861.jpg,"3,537",15분 이내,아무나,1인분,"[('소면', '1인분'), ('잘익은 김치', '1컵'), ('김치국물', '1스푼'), ('고추장', '1스푼'), ('참기름', '1스푼'), ('설탕', '1스푼'), ('고춧가루', '0.5스푼'), ('간장', '1스푼'), ('다진마늘', '1/2스푼'), ('통깨', '약간')]","입맛없을때 15분만에 완성되는 김치비빔국수!
너무 맛있어서 공유합니다.","[{'step_number': 1, 'description': '끓는 물에 소면을 삶아줍니다.\n저는 두꺼운 면을 좋아해서 중면을 이용했어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/4c5f76c99b8050e8ab4a084411bda8261.jpg'}, {'step_number': 2, 'description': '김치를 볼에 넣어주고,', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/9acb2adfa2cd3e2d883d3929df4842e71.jpg'}, {'step_number': 3, 'description': '가위로 잘게 잘라주세요.\n(이러면 도마 씻지 않아도 되고, 여기에 국수를 비비는 용도로 사용하기 때문에 좋아요!)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/3354a831ccaf87f6711ac510d7b96b471.jpg'}, {'step_number': 4, 'description': '김치비빔국수에 젤 중요한 양념장 비율!\n공개합니다.\n고추장1스푼\n간장1스푼\n설탕1스푼\n고춧가루 0.5스푼\n참기름1스푼', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/5a40f59ea96352b8db61108065fe236c1.jpg'}, {'step_number': 5, 'description': '1인분 기준, 이 비율로 만들어주시면 되구요,\n저는 2인분이라 2배 비율로 양념장을 만들었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/97872399d7c217ee3c8bd1febffbf5931.jpg'}, {'step_number': 6, 'description': '다진마늘 반스푼과 이때 김칫국물 2스푼정도 넣어주세요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/6ad01fbb984ef953a70da1ed9552d4071.jpg'}, {'step_number': 7, 'description': '양념장이 드디어 완성되었어요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/3b390bcd9252a431f4aa6ef437e10dc51.jpg'}, {'step_number': 8, 'description': '그 사이에 계란후라이를 해줍니다.\n계란 삶은게 더 좋지만 귀찮아서 계란후라이로 해줬어요!\n저는 반숙을 좋아해서 반숙을 했는데 취향대로 하시면 됩니다!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/c49cb51a4b1dafee14391fb7f5e076a21.jpg'}, {'step_number': 9, 'description': '면이 삶아졌으면\n바로 찬물에 헹궈줘서 전분기를 빼줘요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/e13627e3a293053d7949967c64fdca341.jpg'}, {'step_number': 10, 'description': '김치 다진 그릇에 김치와 함께\n양념장을 섞으면서 조절하면서 넣어주세요.\n저는 저 비율로 하니깐 다 넣어야 맛있더라구요!\n(면 양에 따라 조절하시면 됩니다!!)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/b28225182a9cd45b69f5d4012ec1a2321.jpg'}, {'step_number': 11, 'description': '잘 섞어줬더니 정말 맛있어 보이죠?', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/2fdaf5b8e16a2bf49826fec5dedfd74d1.jpg'}, {'step_number': 12, 'description': '그릇에 담고,\n통깨를 뿌려줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/2d72c7912cdd10857074e4a0732407601.jpg'}, {'step_number': 13, 'description': '그 사이에 같이 먹을 비비고 왕교자도 에어프라이기로 구웠어요!\n실리콘 에프용기에 쓰니 기름이 옆으로 쫙 빠져서 너무 좋아요!\n종이호일을 설거지는 편했지만 기름이 나오면서 만두가 기름에 쩔어서 바삭하지 않더라구요ㅠ에어프라이어', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/6739a8717c09b5d9f6c70990a9c7e4331.jpg'}, {'step_number': 14, 'description': '김치 비빔국수와 계란후라이, 그리고 튀긴만두까지 한상차렸어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/05/10/5310820f461d676942fbd51a0e73e19e1.jpg'}]"
64813,면/만두,초스피드,채소류,비빔,"초간단 여름별미, 열무비빔국수",열무비빔국수,https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/f8781ccd4e2773a50cfdb1873095b7371.jpg,"2,137",5분 이내,아무나,2인분,"[('소면', '200g'), ('열무김치', '150g'), ('열무김치 국물', '2스푼'), ('고추장', '2스푼'), ('설탕', '2스푼'), ('고춧가루', '2스푼'), ('진간장', '2스푼'), ('참기름', '2스푼'), ('식초', '1.5스푼')]","열무가 요즘 너무 맛있어요, 열무김치로 만드는 초간단 비빔국수 따라해보세요 ~","[{'step_number': 1, 'description': '양념장을 먼저 만들어 줄게요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/7ecf62af0249a3ff5a5b5c21a79309681.jpg'}, {'step_number': 2, 'description': '소면 2인분을 물에 5분정도 삶아주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/71b896d418863ede5cc46a22912c13b31.jpg'}, {'step_number': 3, 'description': '찬물에 헹궈 한 김 식혀주고, 물기를 제거해 볼에 담아주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/80731ae4bd7ab7fb53f7a0571621e6ec1.jpg'}, {'step_number': 4, 'description': '열무김치를 올려줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/fe6ae405bfd4e1f0e38dd44857e9835c1.jpg'}, {'step_number': 5, 'description': '양념장을 넣고 열무김치 국물 2스푼을 넣어주세요열무김치 국물 넣으면 더 새콤한게 맛있어요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/aa41f2135faeb070fd7c46f9bf6121c31.jpg'}, {'step_number': 6, 'description': '호다닥 고루고루 비벼 주면 완성!!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/10b396c2d276444d773692e51cbc60e41.jpg'}]"
64814,면/만두,초스피드,채소류,비빔,"여름 겨냥, 계절 메뉴 - 매운 비빔국수",비빔국수,https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/c490654880c4b29ac9c046bbb52cb3661.jpg,674,10분 이내,아무나,1인분,"[('국수', '1.5인분'), ('양파', '1/2개'), ('청양고추', '2개'), ('로메인', '3장'), ('깨', '조금'), ('다진마늘', '1큰술'), ('메이플 시럽', '1큰술'), ('간장', '2큰술'), ('식초', '5큰술'), ('고춧가루', '1큰술'), ('고추장', '1큰술')]","여름 겨냥, 계절 메뉴 매운 양념의 비빔국수 함께 만들어 봐요^^","[{'step_number': 1, 'description': '양파를 채썰어 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/f82ed9a7cc6d17fd54ed06afd70198311.jpg'}, {'step_number': 2, 'description': '청량고추 2개 채썰어 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/66e36e1bc62ef82aaf39f9892b3f35d91.jpg'}, {'step_number': 3, 'description': '아삭함을 상승시켜 주기 위해 로메인 상추를 채썰어 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/51902cd4f0f4ce739b4ecade1f0eddce1.jpg'}, {'step_number': 4, 'description': '다진마늘 1큰술', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/bc884255dfb1eb380e549318994bb4e11.jpg'}, {'step_number': 5, 'description': '메이플 시럽 크게 1큰술', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/6d99e8283a9eff151b0bd80b901cd93f1.jpg'}, {'step_number': 6, 'description': '간장 2큰술', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/f51b9c17986e82cce8d32423ea0b89091.jpg'}, {'step_number': 7, 'description': '새콤함을 위해 식초는 넉넉하게', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/9c1d8061cf25de737a8255efbcd9eefd1.jpg'}, {'step_number': 8, 'description': '고추장과 고춧가루를 마지막으로 마무리', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/b1b6861fc785633bdae13f6461dd8e641.jpg'}, {'step_number': 9, 'description': '매운 비빔 양념장 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/38856c79beb0986d541b92dc4b8bba5f1.jpg'}, {'step_number': 10, 'description': '모든재료 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/dbaac4058572b4c9f68e4664245a55991.jpg'}, {'step_number': 11, 'description': '매운 비빔국수 완성\n맛있게 만들어 드세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/05/16/6750b0954c504a1f3ca4da3788a866001.jpg'}]"
64815,면/만두,초스피드,채소류,비빔,"애호박비빔국수 (고기국수, 비빔국수양념 초간단 점심메뉴)",애호박비빔국수,https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/e8261728dc5e3183bacf9b1fd193eee01.jpg,491,10분 이내,아무나,2인분,"[('소면', '1.5인분'), ('애호박', '1/3개'), ('표고버섯', '1개'), ('동파육', '약간'), ('들기름', '2T'), ('통깨', '약간'), ('소금', '2꼬집'), ('진간장', '2T'), ('다진 마늘', '1T'), ('스테비아', '1T'), ('고춧가루', '1T')]",특별한 양념도 아닌데 맛깔스러운 양념을 소개합니다 고명도 있는 재료 이용하면 되는 초간단 비빔국수입니다,"[{'step_number': 1, 'description': '애호박과 표고버섯은 채 썰어준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/5fef7bca1adf02bf6501fc7f9a2a6d021.jpg'}, {'step_number': 2, 'description': '비빔양념장을 모두 고루 섞어준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/7cea39fa4f25c4c44ef11ff9739c758d1.jpg'}, {'step_number': 3, 'description': '팬에 들기름 2T와 소금 1꼬집을 넣고 표고버섯을 볶아준다중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/919a05dc58f8bc6062468877150cbdb41.jpg'}, {'step_number': 4, 'description': '버섯이 익으면 애호박을 넣고 소금 1꼬집을 뿌린 후 볶아준다중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/bfeea1b2810018e1d827dfd136a3b0671.jpg'}, {'step_number': 5, 'description': '냄비에 물을 넣고 끓으면 소면 1.5인분을 넣은 후 삶다가 우르르 끓어오르면 찬물을 넣고 끓이기를 두번 정도 반복해서 소면을 삶아준다센불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/a0a9fead64207590dec7fa81831ba7ce1.jpg'}, {'step_number': 6, 'description': '삶은 소면은 차가운 물에 바락바락 씻어준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/9a3f745f4e08e65073d7b0425ec7e9a91.jpg'}, {'step_number': 7, 'description': '물기를 뺀 소면에 양념장을 넣고 고루 비벼준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/b7bc7d6bcf3aa8c32d2e66282ec35dfd1.jpg'}, {'step_number': 8, 'description': '그릇에 비빔국수를 담은 후 볶은 애호박과 버섯을 곁들이고 동파육을 올린 후 통깨를 뿌려준다 동파육 :  @7005781 동파육 대신 대패삼겹살이나 차돌박이를 구워 올려도 좋다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/7508e1dd99095c62c97ece926ad6984b1.jpg'}]"
64816,면/만두,초스피드,채소류,비빔,열무비빔국수 만드는법 열무비빔국수 양념장 레시피,열무비빔국수,https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/7f6e0865d7b55e046776193f9907bfd31.jpg,"2,011",10분 이내,아무나,1인분,"[('열무김치', ''), ('열무김치 국물', '100ml'), ('소면', '100g'), ('고추장', '1스푼'), ('고춧가루', '1스푼'), ('다진마늘', '1/2스푼'), ('설탕', '1스푼'), ('올리고당', '1스푼'), ('식초', '1스푼'), ('간장', '1스푼'), ('참기름', '1/2스푼'), ('통깨', '1스푼')]",새콤달콤 양념장에 비빈 열무비빔국수 레시피입니다. 아삭하게 씹히는 열무김치와 쫄깃한 비빔국수~ 맛있는 열무비빔국수 만들어 드세요 :),"[{'step_number': 1, 'description': '비빔국수 양념장은 고추장 1스푼 , 고춧가루 1스푼 , 다진마늘 1/2스푼 , 설탕 1스푼 ,올리고당 1스푼 , 식초 1스푼 , 간장 1스푼 , 참기름 1/2스푼 , 통깨 1스푼을 넣어 잘 섞어 줍니다.소스볼 , 숟가락', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/fc72aef2a4db0ce318722fbe160334bf1.jpg'}, {'step_number': 2, 'description': '위의 양념장에 열무김치 국물 100ml를 넣어 잘 섞어 주면 열무 비빔국수 양념장 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/d5202fbd7466c6cda7a91779d4e6e7721.jpg'}, {'step_number': 3, 'description': '물 1L를 끓이다 물이 끓기 시작하면 소면 100g을 펼쳐 넣어 약 4분간 삶아 주세요.\n냄비 , 요리젓가락', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/f54f5e45bd6d133b4da1cefc65e911791.jpg'}, {'step_number': 4, 'description': '찬물 한 컵을 미리 준비해 옆에 두었다 물이 끓으며 거품이 올라오면 찬물 반컵을 부어 거품을 가라앉혀 줍니다. 이 과정을 2회 하며 약 4분간 소면을 삶아 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/c9160df651e6e85600a6bce6fb1282851.jpg'}, {'step_number': 5, 'description': '삶은 소면은 바로 체에 밭쳐 찬물에 헹궈 열기를 빼며 쫄깃함을 살려 주세요.\n채반소면 조리법', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/50c3cf75a884fcc425f3f8a5798d65201.jpg'}, {'step_number': 6, 'description': '헹군 소면의 물기를 가볍게 털어낸 뒤 볼 또는 그릇에 담고 양념장을 넣어 비벼 주세요. 믹싱볼 , 위생장갑', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/ee6c891d1c014bcd244a67350720e3681.jpg'}, {'step_number': 7, 'description': '마지막으로 먹고 싶은 만큼 열무김치를 듬뿍 올려주면 열무 비빔국수 완성입니다.면기', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/11/f388d994b10ffe5cf1e95c9b79bdaf341.jpg'}]"
64817,면/만두,초스피드,채소류,비빔,#고추장요리 #알배추요리 #초간단비빔국수만들기 #고추장비빔양념만들기 #모둠전과고추장비빔국수,비빔국수,https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/94c7c76ef6af2928c63e4c94306885581.jpg,41,20분 이내,아무나,2인분,"[('알배춧잎', '12장'), ('오이', '1/3개'), ('고추장', '3큰술'), ('맛간장', '2큰술'), ('현미식초', '2큰술'), ('설탕', '1큰술'), ('맛술', '1큰술'), ('참기름', '1큰술'), ('통깨', '1작은술'), ('소면', '1.5인분'), ('반숙란', '2개'), ('양파', '1/2개'), ('맛간장', '5큰술'), ('현미식초', '3큰술'), ('맛술', '2큰술')]","모둠전을 부쳐서 먹으려고 했는데, 밥과 함께 먹기보다는 매콤하고 새콤하게 비벼면 면이랑 더 잘 어울릴 듯 싶었습니다. ​ 그래서 아주아주 간단하게 만든 고추장비빔국수입니다. 집에 가장 기본이 되는 재료만 있다면 충분히 뚝딱 만들 수 있는 고추장비빔국수양념!! ​ 들어가는 야채는 냉장고에 남은 야채들을 활용하시면 되죠 ^^ 저는 알배추와 오이만을 사용했고 비빔국수에 계란은 빠질 수가 없겠죠. 후다닥 만든 모둠전과 잘 어울리는 고추장비빔국수 초간단비빔국수 만들어 볼까요~~","[{'step_number': 1, 'description': '알배추와 오이를 채썰어 준비해 놓습니다.도마 , 조리용나이프', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/4981937d7fc4a780c0ffa92961b7804d1.jpg'}, {'step_number': 2, 'description': '반숙란도 껍질을 까고 반으로 썰어서 준비해 놓습니다.냄비', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/ea0ca485f76eb128711535aab98f38b11.jpg'}, {'step_number': 3, 'description': '비빔국수의 비빔양념을 만들어 줍니다. 고추장, 맛간장, 설탕, 현미식초, 맛술을 넣어 줍니다.믹싱볼 , 스푼', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/029f0b4c9f64d25aea1249e757fc43291.jpg'}, {'step_number': 4, 'description': '고추장을 잘 풀어주면서 양념장을 완성합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/45fcad5c9b03eac7eb39063f632840231.jpg'}, {'step_number': 5, 'description': '먼저 채썰어 놓은 배춧잎 2/3를 넣어서 양념에 무쳐 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/acdd6cb423d0b1ba6b00fe53dcb25e181.jpg'}, {'step_number': 6, 'description': '그런 다음에 삶아서 찬물에 씻어 준 소면과 참기름을 넣어 줍니다.냄비 , 요리젓가락 , 채반', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/c804502216fac4ebc8423e439fb8c2891.jpg'}, {'step_number': 7, 'description': '골고루 양념이 면 한가락 한가락에 스며들도록 무쳐 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/8c05f0dfe7052f989f74cae6dc76629a1.jpg'}, {'step_number': 8, 'description': '무친 소면 위에 오이채, 알배추채를 올려 줍니다. 그리고 그 위에 반숙란을 올려 준 후 통깨를 솔솔 뿌려 줍니다. 물기가 없기 때문에 얼음을 2개 정도 넣어서 녹으면서 물이 나오도록 해 줍니다. 그럼 끝까지 촉촉하게 고추장비빔국수를 드실 수 있습니다. 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/fd5d46cb1f2d97fedc5a86bec43184ab1.jpg'}, {'step_number': 9, 'description': '초간단하게 비빔국수를 만든 이유가 바로 전과 함께 먹기 위해서~~ 전을 찍어 먹을 양파간장을 미리 준비해 놓았습니다. 맛간장, 현미식초, 맛술 끝!!! 거기에 양파를 썰어서 담궈 놓은 후 1시간 정도 냉장숙성시켜 놓았습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/09/16/d545f9c3ef12efc23c6b37e2cd048e941.jpg'}]"
