index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
46327,국/탕,일상,채소류,끓이기,쉽게 만들 수 있는 구수한 <된장국>만들기,된장국,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/f31a12bc5e5e4cfb85027b12b4aa15061.jpg,"7,914",60분 이내,아무나,4인분,"[('두부', '1모'), ('양파', '1/2개'), ('애호박', '1/2개'), ('파', '1/2개'), ('감자', '2개'), ('청양고추', '1개'), ('된장', '2~3T'), ('물', '적당량')]",오늘은 구수하면서도 담백하고 가장 중요한 간단하게 만들수 잇는 된장국입니다!,"[{'step_number': 1, 'description': '파와 청양고추는 총총 썰어줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/f850daf6f2d65291b18035353d2db6df1.jpg'}, {'step_number': 2, 'description': '감자와 양파, 애호박은\n깍둑썰어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/92edc71a114f50663b89a4ca9cdb9c861.jpg'}, {'step_number': 3, 'description': '두부도 깍둑썰어줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/937a2aaec62546e7757e3346a143f73e1.jpg'}, {'step_number': 4, 'description': '물에 된장을 잘 풀어 준 후\n감자를 넣어 끓여주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/a079d9f1bb8e8984cd3cfb1908ef1c561.jpg'}, {'step_number': 5, 'description': '감자가 떠오르면 \n파와 청양고추를 뺀 \n나머지 재료를 전부 넣고\n한소끔 끓여줍니다애호박은 최대한 늦게 넣어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/46370847c6bac76d5d11a802475f5e751.jpg'}, {'step_number': 6, 'description': '마지막으로 두부와 파와 청양고추를 넣고\n5분에서 10분정도만\n더 끓여주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/b0be94be87ae665f3d44faba528696ed1.jpg'}, {'step_number': 7, 'description': '그릇에 담아서 완성~!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/07/2e6189a50c513a1bf0cb5e77d5a602af1.jpg'}]"
46328,국/탕,일상,채소류,끓이기,맑은 감자국. 계란 풀어서 아침국으로~,계란감자국,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/21/551b4bb26a0ce3c5ffcf6a671c1736dc1.jpg,"40,941",15분 이내,중급,1인분,"[('감자', '4개'), ('달걀', '3개'), ('청고추                                                                                or 청양고추', '3개'), ('물', '5머그컵'), ('소금', '1/2큰술'), ('다진마늘', '2/3큰술'), ('국간장', '1큰술'), ('디포리', ''), ('다시마', '')]",계란을 풀어서 넣은 맑은 감자국입니다.,"[{'step_number': 1, 'description': '감자는 2등분해서 납작하게 썰어주고 계란은 잘 풀어주고 고추는 어슷 썰어서 준비합니다. 껍질을 까 놓은 감자는 갈변이 일어나기 때문에 물에 담궈놓아야 갈변이 방지된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/3cfca4dafe80cf0927ac6e6af084305a1.jpg'}, {'step_number': 2, 'description': '물 5머그컵을 넣고 육수 재료를 넣어 센불에서 끓이다가 끓어오르면 중불로 줄여서 10~15분 정도 끓인 후 건더기를 건져 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/e59b5c3e324b5641afd2d9944ec30dd91.jpg'}, {'step_number': 3, 'description': '만들어 놓은 육수에 감자를 넣고 소금 반큰술을 넣어 끓여주다가 감자가 2/3정도 익어가면 다진마늘 2/3큰술을 넣어 끓여줍니다. 중간에 거품은 제거해 주어야 국물이 깔끔해요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/c52954276cb235baba75a832e1d2443d1.jpg'}, {'step_number': 4, 'description': '감자가 다 익어가면 계란물을 넣어 저어주고 끓으면 청고추를 넣어 한소끔만 더 끓여냅니다. 청양고추 넣으면 칼칼하면서도 좋아요. 간은 기호에 맞게 소금으로 가감하세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/25902bde2d89fc3359b7ceb5bb1a9f5e1.jpg'}, {'step_number': 5, 'description': '완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/82ce8276a018c7e2872ba7f3f039586f1.jpg'}]"
46329,국/탕,일상,채소류,끓이기,콩나물국 육수 낼 시간이 어딧나!!! 3분만에 시원 칼칼하게 끓여 드립니다!!,콩나물국,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/05/102e5c54a0910b762d430d1f8c3be69c1.jpg,"2,372",10분 이내,아무나,4인분,"[('콩나물', '300g'), ('물', '2100cc'), ('새우젓', '1/2스푼'), ('다진마늘', '1큰술'), ('고추가루', '1/2스푼'), ('국간장', '1스푼'), ('대파', '1/2대'), ('청양고추', '1개'), ('맛소금', '1/2스푼'), ('다시다', '1스푼')]",콩나물국이 어려우면 안되죠!! 간단하게 한번 만들어 봤어요~,"[{'step_number': 1, 'description': '계량스푼은 집에서 사용하는 8cc 정도의 밥숟가락입니다.\n물 2.1리터가 끓기 시작하면 콩나물 300g 을 넣어 줍니다.\n콩나물 400g 까지도 넣으셔도 됩니다.\n**사진과 설명으로 부족하신 분은 링크된 동영상 참고 해주세요. 두율이네 유툽 놀러 오시면 더많은 레시피와 최신 레시피를 더 빠르게 보실수 있습니다~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/05/db92e824cdea16367216299ba42711691.jpg'}, {'step_number': 2, 'description': '콩나물을 넣고 곧바로 표기된 양념분량의 재료를 전부 넣어 줍니다. 대파는 1cm 이하로 잘라 두고 청양초는 다져두세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/05/1964897e7f4f501b95f52a6e26c627cf1.jpg'}, {'step_number': 3, 'description': '양념을 다 넣고 딱 3분간단 더 끓이세요!\n3분후 맛 보시고 모자란 간은 소금 또는 국간장을 조금씩 넣어 가면서 맞춰주세요.\n조금씩은 소금은 1/4스푼 정도 소량 국간장을 1스푼 정도 입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/05/0666b186d2fa33daef7f9c1d1bcd02cb1.jpg'}, {'step_number': 4, 'description': '뜨끈하게 밥말아서 한그릇 후루룩~ 하세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/05/450062e37bcda2c77b3f30b10e4b728f1.jpg'}]"
46330,국/탕,일상,채소류,끓이기,단순하고 간단한 무 된장국,무된장국,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/522b522b1a7a575c75725bbbfaa25a001.jpg,"22,067",30분 이내,아무나,4인분,"[('무', '400g'), ('물', '1.2L'), ('다시백', '1개'), ('대파', '1/3대'), ('집된장', '2큰술'), ('다진마늘', '1/2큰술')]","울 남편이 좋아하는 국 입니다.
시원하다면서 매일 먹어도 질리지 않을것 같다나요.ㅎ
오로지 집된장만으로 간을 맞춘 아주 단순하고 간단한 국입니다.","[{'step_number': 1, 'description': '냄비에 물과 다시백을 넣고 끓여 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/ca4009fc378e6aac10db770d0876daa21.jpg'}, {'step_number': 2, 'description': '무는 나막썰기를 해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/96cbc0fd4612c4cfbf60ff40eaca7e981.jpg'}, {'step_number': 3, 'description': '대파도 썰어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/427af22cc383e143b8cd2c96baa06d8d1.jpg'}, {'step_number': 4, 'description': '냄비에 무를 넣고 집된장을 풀어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/d33b4664a5b10a971f47b9579ea4bcb31.jpg'}, {'step_number': 5, 'description': '끓어 오르면 대파와 다진마늘을 넣고 무가 익을때 까지 끓여 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/c1c76ab03c96494be619231a3fae1cd91.jpg'}, {'step_number': 6, 'description': '완성 그릇에 담아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/141b1eac4eb6de8b6cf72e863d34a8731.jpg'}]"
46331,국/탕,일상,채소류,끓이기,김치콩나물국 만드는 법 김치어묵콩나물국 해장음식,김치어묵콩나물국,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/5e5c9a41384c7be8eb697c7de05ec7ce1.jpg,"1,774",30분 이내,아무나,3인분,"[('멸치육수', '1L'), ('콩나물', '150g'), ('신김치', '150g'), ('사각어묵', '3장'), ('고춧가루', '2큰술'), ('국간장', '2큰술'), ('멸치액젓', '1큰술'), ('다진마늘', '1큰술'), ('굵은소금', '1작은술'), ('대파', '1/2대'), ('청양고추', '1개'), ('후추', '조금')]",해장에 좋은 시원칼칼한 김치콩나물국입니다. 해장용 아니어도 간단하게 만들 수 있어 아침국으로도 좋답니다. 든든한 한끼 챙겨드세요 :),"[{'step_number': 1, 'description': '멸치육수 1L를 준비해주세요, 저는 코인육수를 사용했습니다냄비', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/fc8b5fae0ec3067d93c3ef6af409f1d91.jpg'}, {'step_number': 2, 'description': '육수가 끓기 시작하면 썰어둔 신김치 150g을 넣어주세요도마 , 조리용나이프', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/6655fa89df6e4ae89156d5cf37c80e6a1.jpg'}, {'step_number': 3, 'description': '칼칼함을 위해 고춧가루 1큰술을 추가로 넣고 바글바글 끓여주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/1e23e4336b098460578bec327a3b03f71.jpg'}, {'step_number': 4, 'description': '사각어묵 1장을 먹기 좋은 크기로 잘라주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/1d16d118d073a54fc6e67bf7cf0c63c31.jpg'}, {'step_number': 5, 'description': '어묵을 넣고 함께 끓여주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/b322b31271a1614073fa92a5ea48675b1.jpg'}, {'step_number': 6, 'description': '국간장 2큰술, 액젓 1큰술, 굵은소금 1작은술로 간을 맞춰주세요, 간은 소금으로 해주시면 돼요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/e8325e226fa4e4025a671841705442e81.jpg'}, {'step_number': 7, 'description': '깨끗하게 세척한 콩나물 150g을 넣어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/30fe1f47ce961b0ce27c139bbbf2d95b1.jpg'}, {'step_number': 8, 'description': '다진마늘 1큰술을 넣고 계속 끓여주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/82a3f384fee7455a4a5ab4195d3395aa1.jpg'}, {'step_number': 9, 'description': '대파 1/2대, 청양고추 1개를 썰어 넣어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/79fdbf209eedf4bc3c7b6f221fb430191.jpg'}, {'step_number': 10, 'description': '후추 톡톡 뿌려 마무리해 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/08/8a770dd15465f285c73741ae9fd5645a1.jpg'}]"
46332,국/탕,일상,채소류,끓이기,【어묵김치 콩나물국 만들기】,어묵김치콩나물국,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/1b99effc69f6209d9e190a6c277a8ee41.jpg,"17,155",15분 이내,아무나,4인분,"[('콩나물', '3줌'), ('김치', '2/3밥공기'), ('유부                                                                                생략가능', '3개'), ('사각어묵', '2장'), ('대파', '1/2줄기'), ('땡초', '1개'), ('고춧가루                                                                                생략가능', '2T'), ('국간장', '1T'), ('마늘', '3쪽'), ('맛소금', '적당히')]","저는 새해 첫날부터 감기몸살로 골골 하네요. . ㅠㅅㅠ
감기 뚝 떨어지라고 콩나물 팍팍 넣어서 
얼큰하게 김치 콩나물국을 끓여 봤어요~:-)
모두들 감기 조심 하시구요~새해복 많이많이 받으셔요~♥♥","[{'step_number': 1, 'description': '(20센티 냄비 기준 입니다^~^ )\n물을 냄비의 70프로 정도 넣고 콩나물 3줌넣어서 처음부터 콩나물이랑 같이 끓여 주세요^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/9ac07f1186b32c9015333ed1d22407451.jpg'}, {'step_number': 2, 'description': '유부(3개)는 생략가능 하지만 있으시면 미리 뜨거운 물에 기름기를 제거한후 사각어묵2장,대파반줄기,땡초하나,마늘3쪽이랑 같이 먹기좋게 썰어 주세요^~^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/718194aed81fd99861f78d6f664c21a51.jpg'}, {'step_number': 3, 'description': '콩나물이 뽀글뽀글 끓어 오르면 김치를 가위로 썰어서 넣어 주세요^~^\n(저는 김치국물이랑 같이 밥공기기준 2/3만큼 넣었어요^~^)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/e4ced589683ddb506c7c43c7353ecaa31.jpg'}, {'step_number': 4, 'description': '또 뽀글뽀글 끓어 오르면 고춧가루2T(생략가능),어묵,유부를 넣어 주세요^~^ \n(건더기를 많이 먹을려고 18센티 냄비에 끓였더니 흘러 넘치겠어요ㅋㅋ)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/688aa54984797f2c806f2eebefd2fc981.jpg'}, {'step_number': 5, 'description': '마지막으로 땡초,대파,마늘,국간장1T를 넣고 모지란간은 취향에 맞겠금 맛소금을 넣어 주시면 되셔요^~^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/b6edac331c4aca64281597ea59ba227a1.jpg'}, {'step_number': 6, 'description': '뽀글뽀글 한소끔 끓이시면 끝~~~:-)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/e2c479daba566e9e2cb287a185e0a4691.jpg'}, {'step_number': 7, 'description': '밥은 두숟가락만 넣고 건더기 소복하게 쌓아서 \n한대접(ㅋㅋ)먹고 나니 . . . . . . . . . . . . 콧물이. . . . ;;;;;; ㅋㅋㅋ죄송함돠ㅎㅎ', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/02/d78431e917617e152cd18ac22be48e8e1.jpg'}]"
46333,국/탕,일상,채소류,끓이기,얼갈이배추된장국,얼갈이배추된장국,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/80046bf07b07a78da783035d1a77a29c1.jpg,"1,059",20분 이내,초급,4인분,"[('얼갈이배추', '1묶음'), ('된장', '2스푼'), ('쌀뜨물', '5컵'), ('대파', '1뿌리'), ('다진마늘', '1스푼'), ('소금', '약간')]",아침저녁으로 쌀쌀해진 날씨에 얼갈이 배추된장국이 딱 좋은것 같습니다. 시원하게 끊여서 먹었습니다.,"[{'step_number': 1, 'description': '얼갈이배추된장국을 소개합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/a842bf353dde82c498b55af3db4533bb1.jpg'}, {'step_number': 2, 'description': '얼갈이 배추는 깨끗하게 다듬어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/89b8162cd3298609ccc88bc63e31db891.jpg'}, {'step_number': 3, 'description': '소금을 조금 넣어준후 얼갈이배추를 삶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/299e13e94c947948747a6bdfec71c2ab1.jpg'}, {'step_number': 4, 'description': '찬물에 깨끗하게 씻어준후 물기를 꽉 짜준후 먹기좋은 크기로 썰어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/8ef9343311b656e96b88403e4cef70af1.jpg'}, {'step_number': 5, 'description': '얼갈이배추는 된장과 다진마늘을 넣어서 미리 조물조물 버무려 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/f48ea12fca52d2df80ccb55e5f4dc8ed1.jpg'}, {'step_number': 6, 'description': '쌀뜨물을 넣어준후 미리 양념해 놓은 재료들을 넣어서 보글보글 끊여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/f1bd7f7d49a76b19211187c5c37d70451.jpg'}, {'step_number': 7, 'description': '얼갈이 배추된장국을 끊여준후 대파를 송송 썰어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/fa2b07716a6c04d44be01fc51cb1d2de1.jpg'}, {'step_number': 8, 'description': '얼갈이배추된장국이 완성이 되었습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/3e288e8cb413c1eff0db21a33fa14dbd1.jpg'}, {'step_number': 9, 'description': '쌀쌀한 가을에 딱 어울리는 얼갈이배추된장국 한그릇으로 오늘도 잘 먹었습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/17/eea8ba0394e03beb765b532603f90eb41.jpg'}]"
46334,국/탕,일상,채소류,끓이기,시금치 된장국 감칠맛 나게 끓이기!,시금치된장국,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/7e87d37c11ed6cbc131acd29f035bb521.jpg,"17,769",30분 이내,초급,1인분,"[('시금치', '2줌'), ('양파', '1/4개'), ('대파', '5cm'), ('멸치다시백', '1개'), ('된장', '1T'), ('국간장', '1T'), ('다진마늘', '1/2T'), ('소금', '조금')]","날씨가 계속 추우니 따끈한 국물 없이는 밥을 못먹겠어요 
어느 요리와도 잘 어울릴만한 시금치 된장국을 끓여봤어요","[{'step_number': 1, 'description': '시금치는 꼭지를 잘라 깨끗하게 씻고 \n양파와 파는 잘게 썰어줍니다시금치 2줌, 양파 1/4개, 대파 5cm', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/4004060d2243318007b9bc514b568ccc1.jpg'}, {'step_number': 2, 'description': '멸치육수 내기: 멸치 다시백을 넣고 20분 정도 끓여주세요 물 양은 혼자 먹을 거라 0.6L정도 넣었어요멸치다시백 1개', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/c0babbb4d014d3fcac682731b5d71cb21.jpg'}, {'step_number': 3, 'description': '시금치를 삶아보아요! \n물에 소금을 한 스푼 정도 풀고 끓어오르면 시금치를 넣으세요 젓가락으로 서너번 저어 주다가 물이 다시 끓어 오를 때쯤 불을 끄고 시금치를 건져내요소금은 굵은 소금이 좋아요 \n시금치 삶는 시간은 30초~1분정도가 적당해요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/165e113efc648da7dce7a69508907ae71.jpg'}, {'step_number': 4, 'description': '잘 삶아진 시금치는 찬물에 헹구고 물기를 꼭 짜주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/62f46ec6392d139da1c100f13399aa9a1.jpg'}, {'step_number': 5, 'description': '멸치 육수에 국물 양념을 풀고 끓어오르면 시금치를 넣어주세요된장 1T, 국간장 1T, 다진마늘 1/2T', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/3387b348663bdbc83c1e9e961296866f1.jpg'}, {'step_number': 6, 'description': '다시 끓어 오를 때쯤 \n양파와 파를 투하! 뚜껑을 덮고 야채가 익을 때까지 한소끔 끓여줍니다부족한 간은 소금으로 하세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/b9b1ff9e183427545b5018cc6b07482c1.jpg'}, {'step_number': 7, 'description': '국그릇에 내어 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/af94b5b07bae814383668bca590737a01.jpg'}]"
46335,국/탕,일상,채소류,끓이기,"얼큰한 콩나물국 끓이는 법, 감기가 뚝 떨어져요!",콩나물국,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/d47ef610705ce25a56e8b05eb9cee3251.jpg,"69,302",5분 이내,아무나,2인분,"[('콩나물', '2줌'), ('쪽파', '2대'), ('청양고추', '1개'), ('멸치                                                                                육수용', '5마리'), ('다시마                                                                                육수용', '2장'), ('소금', '1t'), ('새우젓', '1t'), ('다진마늘', '1/2T'), ('고춧가루', '1T'), ('후추', '1/2t')]",감기가 뚝 떨어지는 얼큰~시원한 콩나물국 끓이기!,"[{'step_number': 1, 'description': '콩나물은 깨끗이 씻어 준비하고,\n쪽파는 쫑쫑 썰어 준비하고\n고추는 어슷썰어주세요.쪽파대신 대파를 이용해도 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/b2e931d69db519171675cd38804045de1.jpg'}, {'step_number': 2, 'description': '다시마 2장, 멸치 5마리 이상으로\n육수를 15분간 내주세요\n물이 끓으면 다시마에서 진액이 나오기 때문에 다시마는 건져내주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/38822f1f1f6ffe37024e3607956402d41.jpg'}, {'step_number': 3, 'description': '육수에 콩나물을 모두 넣어주세요.\n주의할 점은 처음부터 뚜껑을 열고 끓이던지, 아니면 뚜껑을 닫고 열지 말아주세요. 안그러면 비린내가 난답니다!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/2a12400b8f5eeaee0079b556b0be553e1.jpg'}, {'step_number': 4, 'description': '끓으면서 나오는 거품들은 제거해주셔야 깔끔해져요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/49c7020e4475e96b94abbc845dad36621.jpg'}, {'step_number': 5, 'description': '다진마늘 1/2큰술, 새우젓 1작은술,\n소금 1t를 넣어 팔팔 끓여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/11ff9a6c9628a2e81213c13cc593f3bf1.jpg'}, {'step_number': 6, 'description': '매콤한 청양고추를 넣어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/2092616cd870221cc1f46e2f02dafc521.jpg'}, {'step_number': 7, 'description': '마지막으로 고춧가루 1T를 넣어 칼칼함을 살려주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/ccb76b2a141922db84bd3f4e7dea44041.jpg'}, {'step_number': 8, 'description': '후추는 기호껏 톡톡 두번 뿌려주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/2511f410ca2126ab6ff3f2763c060b801.jpg'}, {'step_number': 9, 'description': '쫑쫑 썰어준 쪽파를 끓여 한소끔 끓여내주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/3a2fe71c4745bfaac1fd540a6c6acdfd1.jpg'}, {'step_number': 10, 'description': '완성된 얼큰~시원한 콩나물국,', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/db9af232875b718f84729e870bebed0f1.jpg'}]"
46336,국/탕,일상,채소류,끓이기,봄나물로 만든 냉이된장국!,냉이된장국,https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/92722b607137223de788dae159f315e81.jpg,"89,212",20분 이내,아무나,4인분,"[('냉이', '200g'), ('대파', '1뿌리'), ('다진마늘', '1/2T'), ('육수(멸치와디포리)', '1500cc'), ('된장', '2T')]",봄나물인 냉이로 향긋한 된장국 끓여보았어요,"[{'step_number': 1, 'description': '냉이된장국을 끓이기 전에\n냄비에 멸치와 디포리를 넣어 진한 육수를 끓여줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/f856225d67d749df237255f7df3b53211.jpg'}, {'step_number': 2, 'description': '육수 끓이는 동안\n냉이는 깨끗히 다듬어 씻은 후\n큰것은 2조각으로 갈라줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/ecf98fc278767d1de4d30ab635d0778f1.jpg'}, {'step_number': 3, 'description': '대파는 송송 ~~~썰어주고요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/07edce0ff23dd6f26b716c407b04d8751.jpg'}, {'step_number': 4, 'description': '진하게 끓인 육수는\n체에 받쳐 맑은 육수만 받아 끓이다가\n집된장을 풀어 짜지 않고 심심하게\n된장국물을 만들어준 다음', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/9e634fcf2db2835a590ce24e0461dd141.jpg'}, {'step_number': 5, 'description': '국물을 보글보글 끓이다가\n냉이와', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/27fff9f3b1361a8d0e1e1898d809e3991.jpg'}, {'step_number': 6, 'description': '다진마늘, 대파를 넣은 후\n간을 맞추어 줍니다\n싱거우면 국간장을 약간 넣은 다음', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/b79abb6e004deb79a3f2124513d854ca1.jpg'}, {'step_number': 7, 'description': '한소끔 끓여 주면\n냉이된장국 완성~!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/670106ae97e7e23d2eb56165345132181.jpg'}, {'step_number': 8, 'description': '구수하면서 향긋함이 좋은\n냉이 된장국', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/c64924f6663fbec502322b3d4166822a1.jpg'}, {'step_number': 9, 'description': '미세먼지가 심한 요즘\n뜨끈한 국물에 밥 말아 먹으니까\n향긋한 국물맛에\n목은 시원 ~\n속은 든든합니다 ㅎ', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/db3e1ec895ac1a730e5671e17f5d4ac01.jpg'}, {'step_number': 10, 'description': '요즘이 제철인 냉이로\n간단하게 냉이된장국 끓여\n자연의 맛을 가득 담아 밥상차림 해보았습니다 ~^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/c0610928c79227fce61e0eeaf48244931.jpg'}]"
