index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
155237,양식,일상,버섯류,끓이기,양송이 버섯 크림 리조또 리소토 만들기 홈브런치,양송이버섯크림리조또,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/a8e39577341e80689fd1bb4045438d761.jpg,"1,945",60분 이내,초급,2인분,"[('양송이버섯', '180g'), ('쌀', '130g'), ('양파', '120g'), ('베이컨', '40g'), ('생크림', '250ml'), ('우유', '150ml'), ('파마산치즈', '2큰술'), ('슬라이스 올리브', '1큰술'), ('마늘', '20g'), ('버터', '1큰술'), ('올리브오일', '2큰술'), ('파슬리가루', '톡톡'), ('참치액', '0.8큰술'), ('맛술', '2큰술')]",집에서도 전문점 못지않게 맛있는 크림리조또 만들수있어요. 양송이버섯 듬뿍 넣어서 더 맛있는 리조또입니다. 주말에 홈브런치메뉴로 맛있게 만들어 드세요.,"[{'step_number': 1, 'description': '리조또 만들 재료 준비했어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/16867ba2ca5576326b28ea088c19ba8e1.jpg'}, {'step_number': 2, 'description': '베이컨은 1.5센치 너비로 자르고 마늘은 편썰기, 양파는 0.5센치 두께로 썰었습니다.도마 , 조리용나이프', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/7d6a95b641dd4d3fbdacaae908b7d50c1.jpg'}, {'step_number': 3, 'description': '양송이는 밑둥 부분 1mm정도 잘라내고 껍질 벗긴 후 1센치 두께로 썰어주세요. 양송이는 씻지않아도 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/a044ebdc247bd2235030eb086fc9561d1.jpg'}, {'step_number': 4, 'description': '쌀은 서너번 씻은 후 물에 30분 담구어 불려주세요.볼', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/f8e00c20a56f9ebae9c2213c50986e7c1.jpg'}, {'step_number': 5, 'description': '중불에서 후라이팬에 버터 1큰술 녹이고 베이컨, 양파, 편마늘 넣고 1분간 볶은 후 양송이 넣고 다시 1분간 볶아주세요.후라이팬 , 요리스푼중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/a7d6e50108f6eae5b41db055b6169caf1.jpg'}, {'step_number': 6, 'description': '양송이 몇개는 토핑용으로 덜어냅니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/16a28a68eb45949be4722754a892b5f71.jpg'}, {'step_number': 7, 'description': '불린 쌀 넣고 2분간 볶아줍니다. 생크림 250ml와 우유 150ml 넣고.중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/18185784290902dd4ff73c5f9359b4e81.jpg'}, {'step_number': 8, 'description': '슬라이스 올리브 1큰술, 파마산치즈 2큰술 넣고 중불에서 저으면서 끓여주세요.중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/bf2a64cf6be6b6c43d769f21ef7a093e1.jpg'}, {'step_number': 9, 'description': '끓으면 참치액 0.8큰술과 맛술 2큰술 넣고 뭉근해지도록 저으면서 끓여주세요. 농도는 죽과 밥 사이 정도입니다. 죽처럼 쌀알이 퍼지도록 끓이지말고 쌀알이 쫄깃하면서도 밥처럼 식감이 되도록 익으면 불을 끕니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/ca6e1ce69029447a2b08150123bbb4841.jpg'}, {'step_number': 10, 'description': '후추 톡톡 뿌리고 섞어주면 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/f224b7907b68f1b22be59af1762370861.jpg'}, {'step_number': 11, 'description': '그릇에 담고 남겨놓은 버섯 올리고 파슬리가루 톡톡 뿌려주세요.\n크리미하고 고소한 양송이버섯 크림리조또 정말 맛있어요.완성접시', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/e1f4ca0448d07abc796548fbc73373051.jpg'}]"
155238,양식,일상,버섯류,끓이기,우아하게 한입~☆ 양송이 감바스,양송이감바스,https://recipe1.ezmember.co.kr/cache/recipe/2017/11/03/0a97030b89d69b2139cddb954db5b2e31.jpg,"36,426",30분 이내,아무나,1인분,"[('양송이버섯', '7개'), ('다진 마늘', '1.5숟가락'), ('올리브유', '2/3종이컵'), ('소금', '약간'), ('후추', '약간'), ('바게트', '1개'), ('파마산 치즈가루', '약간'), ('파슬리가루', '약간')]","감바스만 있으면 집에서도 유럽 느낌 낼 수 있다!
바게트랑 곁들어서 먹다보면 어느새 양송이는 내 뱃속으로..☆

세상의 모든 레시피 만개의레시피","[{'step_number': 1, 'description': '양송이 버섯은 기둥을 제거한다.양송이버섯 7개', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/03/ec9168fe92e122a4f5fecc152fc2401e1.png'}, {'step_number': 2, 'description': '팬에 올리브오일을 붓고 마늘, 소금, 후추를 넣고 약불로 끓인다.올리브유 2/3종이컵, 다진 마늘 1+1/2숟가락, 소금 약간, 후추 약간팬약불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/03/7a6e89b9769df7518953798230684dc41.png'}, {'step_number': 3, 'description': '마늘 향이 올라오면 버섯을 넣는다.약불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/03/a0e453ecf730b4ef1f1a6ac1804ea8a61.png'}, {'step_number': 4, 'description': '파마산 치즈가루와 파슬리가루를 뿌린다.파마산 치즈가루 약간, 파슬리가루 약간', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/03/57943dc3d7635cf563e8fb1801f826b41.png'}, {'step_number': 5, 'description': '바게트와 곁들여 먹는다.바게트 1개', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/03/193c693e81e5f06ba78eab3c3d39f4621.png'}]"
155239,양식,일상,버섯류,끓이기,편스토랑 김규리 크림리소토 버섯크림리조또 김규리레시피 활용 브런치메뉴 한그릇요리 생크림요리 버섯요리 생크림활용 찬밥,버섯크림리조또,https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/dad824017d9437a32465164512b1e78a1.jpg,"1,313",30분 이내,아무나,3인분,"[('깐 마늘', '5개'), ('양파', '1/4개'), ('양송이버섯', '3개'), ('표고버섯', '3개'), ('생크림', '250ml'), ('올리브유', '2T'), ('버터', '1.5T'), ('밥', '1공기'), ('다진 마늘', '1T'), ('치킨스톡', '1/4t'), ('파슬리가루', '약간')]","집에 남는 생크림과 찬밥이 있다면 바로 해서 드셔보세요!!
죽같은 부드러움에 부담없이 즐길 수 있는 크림리조토입니다.","[{'step_number': 1, 'description': '깐 마늘은 편 썰기 한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/f8835f3d79cca5b68bf66fb8691227a41.jpg'}, {'step_number': 2, 'description': '양파는 얇게 채 썬다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/d6e4f80effa12ebc3bb224d8980746c81.jpg'}, {'step_number': 3, 'description': '양송이버섯은 얇게 채 썬다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/9ab28ce5e5325c6d8579e808eb4f37b81.jpg'}, {'step_number': 4, 'description': '표고버섯은 얇게 채 썬다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/c58154a487dc510c723754715c43dc8a1.jpg'}, {'step_number': 5, 'description': '팬에 버터 1T를 넣고 썰어둔 양송이버섯과 표고버섯을 넣고 갈색이 될 때까지 볶는다.\n* 버터에 볶은 표고버섯 일부는 데코용으로 빼놓는다.강불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/9d71e6914951039a13907830765048f61.jpg'}, {'step_number': 6, 'description': '5에 생크림을 넣고 갈아 버섯 크림소스를 만든다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/a0733b6541386e8ab2f40195a56b8f241.jpg'}, {'step_number': 7, 'description': '팬에 편마늘, 양파 슬라이스, 올리브유를 넣고 2~3분간 볶는다.중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/2fdbaba20a8462e1ccc261aaafe731d51.jpg'}, {'step_number': 8, 'description': '7에 밥 1공기, 버섯 크림소스, 다진 마늘 1T, 버터 0.5T를 넣고 중약불에 자작하게 끓인다.중약불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/21071bfc82a2b7c66add5d8bd24f540b1.jpg'}, {'step_number': 9, 'description': '8에 치킨스톡으로 간하거나 없으면 맛소금으로 간한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/a7a31a20d9755c875e743825aaf52c6f1.jpg'}, {'step_number': 10, 'description': '완성된 리조또에 볶은 표고버섯을 올리고 파슬리가루로 데코 한 후 마무리한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/439ece8a50351db9bab21701f95863981.jpg'}]"
155240,양식,일상,버섯류,끓이기,고기느타리버섯크림리조또,버섯크림리조또,https://recipe1.ezmember.co.kr/cache/recipe/2021/09/27/240439d34e64194d256c060b80b7d4d51.jpg,579,30분 이내,초급,2인분,"[('고기느타리버섯', ''), ('선드라이토마토', ''), ('올리브유', '5숟가락'), ('치킨스톡', ''), ('마늘', '10알'), ('쌀', '7숟가락'), ('우유', '100ml'), ('물', '500ml')]",버섯이 들어간 리조또를 먹고싶었습니다.,"[{'step_number': 1, 'description': '올리브유와 선드라이토마토를 잘 볶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/27/7e294b9b9b44d55b5b89e467447ad7d01.jpg'}, {'step_number': 2, 'description': '고기느타리버섯을 반정도 뜯어서 넣고 잘 볶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/27/62b50e95ac8c2a19eb9b2f81997552a41.jpg'}, {'step_number': 3, 'description': '쌀을 숟가락으로 퍼서 볶고 있던 버섯과 잘 섞어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/27/c8edb4766f21b0f5730a5754913a7a101.jpg'}, {'step_number': 4, 'description': '치킨스톡을 하나 넣어주고 물을 충분하게 잠길정도로 넣어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/27/2edc6a717dcc6fc4e7ce121c8a95cf561.jpg'}, {'step_number': 5, 'description': '우유를 100ml 넣고 쌀이 익도록 푹 끓여줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/27/aeeb5d1779c6e0e7abe2025744990d191.jpg'}]"
155241,양식,일상,버섯류,끓이기,[식약처] 버섯 리조또,버섯리조또,https://recipe1.ezmember.co.kr/cache/recipe/2023/01/05/09893e2c37ca880712311d20468c254b1.jpg,579,60분 이내,중급,1인분,"[('쌀', '70g'), ('양송이버섯', '15g'), ('다진마늘', '2g'), ('닭육수', '180g'), ('다진 파슬리', '2g'), ('다진 타임', '0.5g'), ('올리브오일', '1.5g'), ('파마산치즈', '3g'), ('버터', '1g'), ('소금', '적당량'), ('후추', '적당량')]",삼삼한 밥상 조리법을 소개합니다.,"[{'step_number': 1, 'description': '마늘은 잘게 다지고 양송이 버섯은 2mm 두께로 썬다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/05/163692ef04de4e8f54ec1d4ebc599f471.png'}, {'step_number': 2, 'description': '팬에 기름을 두르고 다진 마늘을 볶다가 양송이버섯을 넣고 볶아 접시에 담아둔다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/05/a15a44ee8f86537625bb42969454d1db1.png'}, {'step_number': 3, 'description': '2의 팬에 쌀을 넣고 볶는다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/05/47b450d9724d1ae41ba00485de45cc2b1.png'}, {'step_number': 4, 'description': '3에 닭육수를 넣고 수분을 흡수 할 때까지 잘 젓는다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/05/83478f67c41ba55432f13b7e33a5812f1.png'}, {'step_number': 5, 'description': '쌀이 어느 정도 익으면 2를 넣고 쌀이 완전히 익을 때까지 조리한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/05/f60d5237266ecaa2b27cc728a2fa63d41.png'}, {'step_number': 6, 'description': '파마산치즈, 소금, 후추, 다진 타임, 다진 파슬리를 넣는다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/05/104a56e99ea431d17002b1d96f1060ba1.png'}]"
155242,양식,일상,버섯류,끓이기,맛있게 한끼) 버섯베이컨 알프레도 파스타 feat.우유!,버섯베이컨알프레도파스타,https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/7485b370cf902abca07717b10c335aa61.jpg,"2,601",30분 이내,아무나,3인분,"[('파스타면', '3인분'), ('버섯', '4쪽'), ('베이컨', '5줄'), ('버터', '4쪽'), ('마늘', '4쪽'), ('밀가루', '1/3컵'), ('우유', '500ml'), ('파마산치즈', '1/2컵'), ('소금', ''), ('후추', '')]","공장에서 나온 크림소스가 아닌, 직접 크림소스부터 만들어서 먹을 수있는 알프레도 파스타 입니다!
(전 공장제품 특유의 신맛을 싫어해요!) 
집에서 너무 쉽게 우유와 파마산 치즈로 이탈리안 레스토랑에서 먹듯이, 쉽게 요리해보세요 :)","[{'step_number': 1, 'description': '스파게티면을 끓는 물에 넣고 12분 맞춰주세요!(올리브오일과 소금을 넣어주세요)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/698a9e45f656fb926ed51ccfb01ac9c01.jpg'}, {'step_number': 2, 'description': '베이컨과 버섯을 구워주세요(베이컨은 타기직전까지 크리스피하게 구워주세요)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/18d1910281201559d0c9f17aae55774a1.jpg'}, {'step_number': 3, 'description': '베이컨과 버섯을 옮기고 그 위에 바로 준비한 버터를 녹여줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/a3917c821f9c8f24f54f0c224ddb50db1.jpg'}, {'step_number': 4, 'description': '중약불로 버터를 녹이고 마늘을 넣어줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/6df60b12a63acf45cbfa4ec1f9b3ddb71.jpg'}, {'step_number': 5, 'description': '버터가 다 녹을때쯤 밀가루를 넣어줍니다(중약불유지)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/b92cfed823b63f4519580e6189467c261.jpg'}, {'step_number': 6, 'description': '밀가루가 갈색으로 볶아졌을때 우유를 넣어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/bbcc74fe63098dcbe9ab4451a5b1630c1.jpg'}, {'step_number': 7, 'description': '우유를 넣고 바로 시즈닝(허브종류가 있다면 오레가노를 추천해요!)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/56c19b8bf7be491d7e48f6d64be163261.jpg'}, {'step_number': 8, 'description': '걸죽해지기전에 불을 끄고 파마산 치즈를 넣어줍니다( 없으면 생략해도 되요)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/624e701c9d21ae65346d398847f951561.jpg'}, {'step_number': 9, 'description': '그 위에 베이컨, 버섯을 넣구요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/a917e9536c27bc96c56850fde006601b1.jpg'}, {'step_number': 10, 'description': '스파게티면을 넣고 섞어주면 끝!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/06/6112128d7242e23f72f46e062f535f761.jpg'}]"
155243,양식,일상,버섯류,끓이기,하와이안 로코모코 그레이비소스 & 함박스테이크 만들기 브런치 메뉴,함박스테이크,https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/19ead6be1ea4fe95a4f6bc4e5c6f73c91.jpg,"3,106",30분 이내,초급,2인분,"[('양송이버섯', '6개'), ('계란', '2개'), ('체다치즈', '2장'), ('버터', '1큰술'), ('밀가루', '1큰술'), ('물', '200ml'), ('식용유', '2큰술'), ('함박스테이크', '2개'), ('스테이크소스', '2큰술'), ('후추', '톡톡'), ('설탕', '0.5큰술'), ('케찹', '1큰술'), ('맛술', '1큰술'), ('굴소스', '1큰술'), ('발사믹식초', '1큰술'), ('편마늘', '1큰술'), ('양파', '3큰술')]",하와이안 그레이비소스 로코모코 레시피입니다. 함박스테이크와 함께 드시면 풍미가 아주 좋아요. 근사한 홈브런치 메뉴로 추천드려요.,"[{'step_number': 1, 'description': '로코모코 만들 재료 준비했어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/3d166051c5d7cb0c1a5840dcc59234b41.jpg'}, {'step_number': 2, 'description': '양송이버섯은 껍질을 벗겨주세요. 칼로 버섯 밑부분부터 벗기면 잘 벗겨집니다. 마늘은 편썰고 양파는 채썰고 버섯은 0.5센치 두께 슬라이스로 썰었습니다.도마 , 조리용나이프', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/cf021d2a4b3b60b0fee07263c861abb11.jpg'}, {'step_number': 3, 'description': '냉동실에서 함박스테이크 반죽 꺼내었어요. 원래 3개였던거를 다시 뭉쳐서 좀더 큼지막하게 두개로 만들었어요. 함박스테이크 반죽 만드는법 링크 첨부해드려요:  @7007908', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/ae28fa51b218839cf6d169b09b6cd8c61.jpg'}, {'step_number': 4, 'description': '약불에서 후라이팬에 식용유 2큰술 두르고 반죽 넣고 뚜껑 닫아서 구워주세요. 노릇노릇해졌을때 뒤집고 뚜껑 닫아서 다시 구워줍니다. 센불에서 구우면 금방 타버리므로 꼭 약불에서 구워줍니다. 소고기와 돼지고기 반씩 섞어서 만든거니까 속까지 잘 익혀주셔야 해요.후라이팬 , 뒤집개약불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/1c7e95b206d2659fd4d98030083878321.jpg'}, {'step_number': 5, 'description': '1,2.중불에서 후라이팬에 버터 1큰술 녹이고 마늘, 양파 넣고 양파가 투명해지도록 볶아줍니다.\n3,4.양송이버섯 넣고 30초 볶은 후 밀가루 1큰술 넣어서 다시 30초 볶아주세요.후라이팬 , 요리스푼중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/53bd6337dd924060465ca78fc053eaf51.jpg'}, {'step_number': 6, 'description': '1,2.물 200ml 넣고\n3,4.스테이크소스 2큰술, 후추 톡톡, 설탕 0.5큰술, 케찹 1큰술, 맛술 1큰술, 발사믹식초 1큰술 넣고 휘리릭 저어주고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/debac1549871932970fee2802268e6b71.jpg'}, {'step_number': 7, 'description': '간 봤더니 좀 싱거워서 굴소스 1큰술도 추가로 넣었습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/0aba0a25195e8d75b9e74da7cb0c38c41.jpg'}, {'step_number': 8, 'description': '가끔 저어주면서 소스가 걸쭉해지도록 끓여주시면 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/114d3a2a5e86d71405028dda1eccb2171.jpg'}, {'step_number': 9, 'description': '구워놓은 함박스테이크 위에 체다치즈와 계란 반숙후라이 올리고 로코모코 그레이비소스를 곁들여 담았습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/30e1c3a221c719a19d4632b161b86af21.jpg'}, {'step_number': 10, 'description': '로코모코소스는 함박스테이크와 참 잘 어울리는 맛이에요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/09/22/6d94160056f0d0185ef2f58b76b472ef1.jpg'}]"
155244,양식,일상,버섯류,끓이기,버섯 크림 파스타 (성시경 레시피),버섯크림파스타,https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/980f845ebec82bfbd299a3ea31d183901.jpg,219,30분 이내,초급,2인분,"[('양송이버섯', '3~5개'), ('표고버섯', '2개'), ('느타리버섯', '2꼭지'), ('양파', '1개'), ('파스타면', '2인분'), ('소금', '적당량'), ('화이트와인', '조금'), ('버터', '1조각'), ('간마늘', '1스푼'), ('치킨스톡', '1스푼')]",파스타를 너무 좋아하는데 이렇게 건강한 재료로 파스타 레시피를 성시경님이 올려 주셔서 너무 즐겁게 요리했어요^^,"[{'step_number': 1, 'description': '버섯을 커팅 하는 동안 물을 끓여 면을 삶아줄거예요도마 , 조리용나이프 , 냄비', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/01f0491362c3da66123667866a6726061.jpg'}, {'step_number': 2, 'description': '양파를 올리브 오일에 볶아주세요 (소금간 추가해요)궁중팬 , 조리용스푼', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/783f3f5017344eb6c8d102e15f8f6be71.jpg'}, {'step_number': 3, 'description': '컷팅한 버섯도 넣어 볶습니다 (소금, 후추 추가해요)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/49d67afb85d2b49dce62a578cb35b86a1.jpg'}, {'step_number': 4, 'description': '화이트 와인, 버터, 간마늘 넣어 볶아줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/53d6a578e37eea6eb222b53738552b741.jpg'}, {'step_number': 5, 'description': '생크림을 적당량 부어 줍나다 (치킨스톡 추가합니다)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/fb1758ab3f8a2d2382593d32366aae281.jpg'}, {'step_number': 6, 'description': '파르미지아노 치즈 넣어 줍니다 (소금간도 약간 추가해도 좋습니다)치즈그레이터', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/903cbea48123ad49f04d93e7c99b63f01.jpg'}, {'step_number': 7, 'description': '면을 넣어 졸여주듯 끓입니다 (생크림을 적당량 붓고 뻑뻑한듯 하면 면수 추가합니다. 저는 생크림을 다 먹으려고 500미리 부었는데 300미리 정도가 적당할듯 해요)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/f53741825cd4803d3aa354f311cf3bf81.jpg'}, {'step_number': 8, 'description': '접시에 담습니다 (파슬리와 치즈 갈아서 플레이팅 합니다)접시', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/b22365c85107034b02a613f4e1b8d4311.jpg'}, {'step_number': 9, 'description': '완성작~♡', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/08/09/0894ba773b90967e685ab5fca87905371.jpg'}]"
155245,양식,일상,버섯류,끓이기,None,None,None,None,None,None,None,[],,[]
155246,양식,일상,버섯류,끓이기,버섯 베이컨 크림리조또,크림리조또,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/443c866a8504c2b1efe2bf9673604cf91.jpg,"1,753",30분 이내,아무나,2인분,"[('쌀', '1컵'), ('양파', '1/4개'), ('베이컨', '3줄'), ('양송이버섯', '3-4개'), ('청양고추', '1-2개'), ('다진마늘', '1큰술'), ('우유', '1컵'), ('슬라이스치즈', '1장'), ('소금', '약간'), ('후추', '약간'), ('버터', '15g')]","갑자기 리조또가 먹고 싶은데 생크림이 없을 때!
우유와 슬라이스치즈를 이용해서 간단하게 리조또를 만들어 먹습니다.

​","[{'step_number': 1, 'description': '쌀을 씻어서 30분 정도 불린 후 체에 밭쳐서 물기를 빼 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/faf52f636cdc9ddb4dde15640ab688571.jpg'}, {'step_number': 2, 'description': '청양고추, 양송이버섯은 잘게 다져주고,', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/6ee93effd5de9f0238e3f912dc77354d1.jpg'}, {'step_number': 3, 'description': '베이컨과 양파를 잘라서 준비합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/6220e0e6555a1ed54fe3311643efcd701.jpg'}, {'step_number': 4, 'description': '팬에 버터 한 조각을 얹고 다진 마늘 1큰술과 다진 양파를 넣어서 달달 볶아 주세요.\n양식을 만들 때는 버터를 넣어서 재료를 볶으면 풍미가 깊어져요. 오일보다는 버터로 볶은 것을 추천드려요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/031678c9ceded29d89bd40e79838032d1.jpg'}, {'step_number': 5, 'description': '양파가 투명하게 익으면 양송이버섯을 넣어서 볶고요.\n집에 있는 다양한 버섯을 이용해도 좋습니다!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/76b02b637d39673bacae0db7983095b91.jpg'}, {'step_number': 6, 'description': '베이컨과 불린 쌀을 넣어서 눌어붙지 않도록 볶아 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/9ee09a7d5a855a7ef78b29fb16839b561.jpg'}, {'step_number': 7, 'description': '쌀알이 전체적으로 코팅된 느낌이 나면 우유 1컵 정도를 부어주고, 다진 청양고추를 넣어줘요.\n청양고추는 취향껏 선택합니다 : )', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/18dc8f0076ed796704ec0befdb0558af1.jpg'}, {'step_number': 8, 'description': '우유가 자작하게 졸아들면 슬라이스치즈 1장 넣어서 잘 섞은 후 소금, 후추로 간을 맞춰주면 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/04/29/2f1ed8acb1a65016562bfb6993ba0ef41.jpg'}]"
