index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
2426,밑반찬,일상,채소류,부침,양배추 미나리부침개,미나리전,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/13/2035f6aa399d5c7fb3e2c5802cccf0d41.jpg,"41,527",10분 이내,아무나,2인분,"[('곱게 채썬 양배추', '1줌'), ('미나리', '2줌'), ('양파', '1/4개'), ('청양고추', '2개'), ('부침가루', '1.5컵'), ('차가운 생수', '1.5컵'), ('식용유', '')]",5월에 제철인 향긋한 미나리와 양배추로 반죽해 더욱 고소해요. 특히 미나리는 해독작용효과가 있어 봄철 황사를 막아준답니다.,"[{'step_number': 1, 'description': '곱게 채썬 양배추 1줌, 다듬어 씻어 5~6cm길이로 자른 미나리 2줌, 양파 1/4개 채 썰고 청양고추 2개 곱게 어슷 썰어 준비했습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/15/3a7ba6ee3b5be885b3c2ee44a8706f4a1.jpg'}, {'step_number': 2, 'description': '볼에 부침가루 1 +1/2컵, 차가운 생수 1 + 1/2컵 을 붓고 덩어리 없이 잘 풀어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/15/f1cf4087bd47590e39c023f3c15e9a281.jpg'}, {'step_number': 3, 'description': '그리고 준비한 채소를 몽땅 넣고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/15/facb4eee0cfbefc6da915a3359a24ec51.jpg'}, {'step_number': 4, 'description': '고루 잘 썩어 반죽을 완성합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/15/17bdd09b2f1e66410ece429471ecc98f1.jpg'}, {'step_number': 5, 'description': '달군 팬에 기름을 넉넉하게 두르고 반죽을 한국자 얇게 펴서 앞, 뒤 노릇하니 부쳐 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/15/e4db0b7d666a2b1e5879e3aea2279abf1.jpg'}, {'step_number': 6, 'description': '미나리전은 드실때 초간장보다는 초고추장에 찍어 먹음 더 맛나요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/15/ac3b5f39e59c73614a3e33a841a4dba91.jpg'}]"
2427,밑반찬,일상,채소류,부침,밀가루 없이 바삭한 감자전 만드는 법,감자전,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/07/b36cff2b733981f40c8bddb02032a5d31.jpg,"9,869",15분 이내,아무나,2인분,"[('감자', '1개'), ('달걀', '1개'), ('표고버섯 가루', '3숟가락'), ('콩기름', '약간'), ('소금', '약간')]","춥고 기나긴 겨울밤, 주말 저녁에는 늦은 시간까지 TV를 보며 부담 없는 시간을 보내는 것 같습니다. ""여보! 뭐 먹을 거 없어?"" 별다른 간식거리가 없어 집에 있는 감자로 전을 만들어 보았습니다. 늦은 밤이라 칼로리 걱정도 되어 밀가루 대신 표고버섯 가루를 넣었습니다.","[{'step_number': 1, 'description': '감자는 아주 얇게 채를 썰어준 후 달걀을 풀어준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/e050a03844698e1b1007c09e88c5a0cd1.jpg'}, {'step_number': 2, 'description': '표고버섯 가루, 소금을 넣고 반죽을 해 준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/8017e81adab63231fc95e7e42a9a22e51.jpg'}, {'step_number': 3, 'description': '프라이팬에 식용유를 두르고 적당한 크기로 올려 얇게 펴준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/2781b9af5246b3c29fdd2a9c8e38aad11.jpg'}, {'step_number': 4, 'description': '노릇노릇 구워주면 완성된다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/efdbf66f161bc45734dde8a6de0e3fa01.jpg'}]"
2428,밑반찬,일상,채소류,부침,늙은호박전 만들기,늙은호박전,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/7f223b3b98c93e9418baa015281f4ec21.jpg,"62,741",90분 이내,초급,3인분,"[('늙은호박', ''), ('밀가루', ''), ('식용유', ''), ('소금', '1/3T'), ('설탕', '2T')]",호박의 달짝지근한 맛에 자꾸자꾸 손이가요~ 손쉽게 만들어 먹을 수 있는 늙은호박전을 소개합니다~!,"[{'step_number': 1, 'description': '늙은호박 속을 긁어냅니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/f670f61c4d4a3bd56e675e2d9a41b7341.jpg'}, {'step_number': 2, 'description': '긁어놓은 호박 속에 미리 분량의 소금과 설탕을 넣어 버무린 뒤 재어놔주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/3675694da3df16f63818c8af17da8b791.jpg'}, {'step_number': 3, 'description': '시간이 지나면 (1시간 내외) 이렇게 호박에서 물이 나온답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/a213650786ce34bd80035d1d5a41f3fd1.jpg'}, {'step_number': 4, 'description': '다른 전을 부칠때 처럼 별도로 물을 넣지 않아도 호박에서 나온 물로 반죽이 가능해요 밀가루 적당량을 넣어 고루 섞어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/bd8fae42e43f7f5cb24acad79c4d24f61.jpg'}, {'step_number': 5, 'description': '호박에 따라 물이 나오는 정도가 조금씩 다른데요 보시고 너무 뻑뻑하다싶으면 물을 조금 넣어서 반죽을 걸쭉하게 만들어주세요~ 저는 그냥 이대로도 괜찮을 듯 싶어 사용했어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/8f707b6f8f2ceca4c5b514c6ac281da71.jpg'}, {'step_number': 6, 'description': '먹기 좋게 적당량 덜어서 기름 두른 후라이팬에 부쳐주세요 앞뒤로 노릇노릇하게요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/74f80ea256fc82cf54caa5215b83af291.jpg'}]"
2429,밑반찬,일상,채소류,부침,내가 아는 정말 쉽고 맛있는 가지요리 가지전 만들기,가지전,https://recipe1.ezmember.co.kr/cache/recipe/2024/07/02/697eab392924801a0b023255968f1f5f1.png,"4,784",None,None,None,"[('가지', '2개'), ('계란', '2개'), ('부침가루', '2T'), ('고운소금', '1/3~1/4T'), ('식용유', '')]",안녕하세요 김진옥입니다. 여름철 저렴하고 맛있는 가지로~ 가지무침이나 볶음을 제일 많이 만들어 드시죠?? 제가 15년전 블로그에 요리 소개할때... 제일 쉬운 요리들 하면서.... 가지전과 팽이버섯전을 소개한적 있습니다. 제가 아는 가지요리 중에 저는 가지전이 제일 쉽고 맛있는것 같아요!!! 특히 오늘처럼 비가 내리는 날에는 부침개 요리 생각나시잖아요~~ 가지전으로 행복한 밥상 만들어보세요!!! ​,"[{'step_number': 1, 'description': '가지2개 세척하고 꼭지부분 제거한후 0.5~0.7cm정도 두께로 어슷썰어줍니다.도마 , 조리용나이프가지 손질법', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/07/02/5248369590cc44309c000b110376e6301.jpg'}, {'step_number': 2, 'description': '위생팩에 가지를 넣고요~부침가루2T를 넣은후 밀봉후 위생팩을 흔들어준후 부침가루가 가지에 골고루 묻게 해주세요~~위생비닐백 , 니트릴장갑', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/07/02/38a83f2bea85c5b9493fe3eeae1ea3731.jpg'}, {'step_number': 3, 'description': '계란2개 깨트려서 고운소금1/4~1/3T정도 넣고 잘 풀어줍니다. 계란비린내에 예민하신 분들이라면 계란풀때 참기름 .깨. 후춧가루소량을 넣어주시면 좋습니다.유리볼 , 조리용스푼', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/07/02/aea9b2ca25ec32a3e95f7827b9470df11.jpg'}, {'step_number': 4, 'description': '팬에 식용유 두르고 중약불에서 달아오르면 부침가루 입힌 가지를 계란물에 풍덩~ 빠트린후 팬에 올려 준후 한쪽면이 노릇하게 부쳐지면 뒤집어준후 다른면도 노릇하게 부쳐주면 완성입니다.프라이팬 , 조리용젓가락', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/07/02/3e36bd73d97d963b9bced399653b51081.jpg'}, {'step_number': 5, 'description': '가지전은 정말 쉬운 요리인데요~ 맛있답니다!!! 장마철 건강유의하시고요~ 행복한 하루 보내세요 *^^*접시', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2024/07/02/21241bdfb0057ed5a962d54f8a0d60631.jpg'}]"
2430,밑반찬,일상,채소류,부침,백종원 부추전 만들기. 포인트는 두개!!,부추전,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/26/d43b4a5b9103e625f6023289462a55d81.jpg,"26,903",30분 이내,아무나,4인분,"[('부추', '1컵'), ('건새우', '1/2컵'), ('애호박                                                                                5cm', '1토막'), ('양파', '1/4개'), ('당근', '약간'), ('팽이버섯', '1/3봉지'), ('깻잎', '4장'), ('밀가루', '1컵'), ('생수', '1컵'), ('다진마늘', '1큰술'), ('까나리액젓', '1/2큰술')]","오늘은 세상 촉촉한 날이니.....
얼마전 부쳐먹은 백종원 부추전으로 시작합니다.
기억하세요~~포인트는 두개!!","[{'step_number': 1, 'description': '백종원 부추전 만들기의 재료들~~\n건새우 사진이 빠져버렸네요~~~\n부추는 꼭~들어가야하고요.\n양파와 당근...깻잎도 추천합니다.\n애호박이랑 팽이버섯은 생략가능해요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/2c35ddb0f53eefd04d2df0b331250ff41.jpg'}, {'step_number': 2, 'description': '모든 야채는 채썰어서 준비해둡니다.\n백종원 부추전은 야채가 넉넉히 들어가더라고요.\n한번 따라해보고 싶었던 부추전이예요~~왜 그런지는...밑에 밑에 레시피 보시면 압니다~^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/1299532a3afcaf2f9b1f66c0806d90fa1.jpg'}, {'step_number': 3, 'description': '빠트렸던 건새우사진입니다.\nㅎㅎㅎ\n포인트 중에 하나는 이것이지요~~\n건새우가 들어간다는거~~갈아서 넣어도 되지만 이렇게 통으로 넣으면 식감을 살릴수 있답니다.\n약 1/2컵 준비해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/029788d4a500b6ad6b4e5d3f80c662461.jpg'}, {'step_number': 4, 'description': '건새우에 생수 1컵을 부어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/c1fdb169f321cd346b785ee272a8e8511.jpg'}, {'step_number': 5, 'description': '그리고 다진마늘 1큰술을 넣어주고요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/6c00e71113cb2aa6168e918bc20407731.jpg'}, {'step_number': 6, 'description': '여기서 포인트 둘!!!\n까나리액젓을 넣어주는거예요.\n1/2큰술만 넣어주었답니다.\n부추전에 미리 간을 더해주어 부쳐주는거예요.\n어떤맛이 날까...이것 때문에 궁굼했던거지요.ㅎㅎㅎ', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/0bff34b481c81b035bc52b833a3f36aa1.jpg'}, {'step_number': 7, 'description': '그리고 준비해둔 모든 야채 볼에 담아내고\n밀가루 1컵을 넣어서 버물버물...\n밀가루로 되기를 맞춰 주면 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/defe681a019ab8de9bae57149f9bdeec1.jpg'}, {'step_number': 8, 'description': '너무 질다 싶으면 밀가루 추가\n너무 되다 싶으면 생수 추가\n너무 반죽물이 없다...싶은 부침반죽이지요?\n야채가 듬~~뿍이면서 건새우가 씹히는게 특징인 부추전이예요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/19652a7a5a85cbd60686a09800d95b501.jpg'}, {'step_number': 9, 'description': '기름을 넉넉히 둘러서 튀기듯이 바삭~하게 부치는게 또 포인트예요.\n이럼 포인트가 셋이 되는건가요??ㅎㅎㅎ\n액젓이 들어가서 너무 센불에서 부치면 금새 탈수도 있답니다.\n기름넉넉히 두르고 중센불??에서 부쳐주세요.\n그리고 너무 두껍지 않게 부쳐주시면 좋지요~~\n롯지 무쇠팬에 부쳐주니 왠지~~더 바삭하면서 맛깔스러운거 같아요.ㅎㅎㅎㅎ', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/17/663255ff160d7038e300ed86b77ad97c1.jpg'}]"
2431,밑반찬,일상,채소류,부침,완전 간단한 애호박전 만들기!,애호박전,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/50ebff2fa4aa12acd92c42b5b375ae721.jpg,"128,424",5분 이내,초급,2인분,"[('애호박', '1개'), ('밀가루 크게', '2T'), ('계란', '1개'), ('소금', '2꼬집'), ('후추', '조금'), ('크린백', '1개'), ('식용유(들기름)', '조금')]",애호박전을 좋아해서 종종 해먹는데요! 이날은 진짜 간단한 방법으로 만들어 먹었네요!,"[{'step_number': 1, 'description': '애호박은 0.5cm정도로 잘라주세요너무 얇으면 씹는 맛이 없고 너무 굵으면 잘 안익더라구요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/57b22fc0f0226489b8b15b2a6af4bee41.jpg'}, {'step_number': 2, 'description': '크린백에 밀가루를 넣고 호박을 넣습니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/94251b2e1e94e85b818b02e1e27b32401.jpg'}, {'step_number': 3, 'description': '새지않게 윗부분을 잘 잡고 봉투를 흔들어 밀가루가 호박에 잘 묻도록 해줍니다~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/d7295a0aaf6ac2b362f5fe409cfb89981.jpg'}, {'step_number': 4, 'description': '호박이 겹쳐져서 덜 묻은곳이 있으면 손으로 밀가루를 더 묻혀줍니다대부분 잘 묻어나요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/8e3b69cc6499304a54f9cdc254676fcb1.jpg'}, {'step_number': 5, 'description': '달걀을 그릇에 깨서 넣고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/be4ea79b981232789a71193578cded2c1.jpg'}, {'step_number': 6, 'description': '소금 두꼬집과 후추를 뿌려줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/5fe06b96bb9e8727dc20e6dd1fae269b1.jpg'}, {'step_number': 7, 'description': '달걀을 젓가락으로 잘 풀어주고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/45384c54b9234e06ed62e9329102b7dc1.jpg'}, {'step_number': 8, 'description': '밀가루 묻은 호박을 계란물에 넣어줍니다\n앞뒤로 계란이 잘 묻게해줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/0913a3ed88c29bd7c3ed9d70ca23dfc91.jpg'}, {'step_number': 9, 'description': '팬에 기름을 두르고 호박을 얹습니다중약불들기름에 구우면 좀 더 고소해요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/bc8e59ce5934c1c2629888a661c871b41.jpg'}, {'step_number': 10, 'description': '한쪽이 익으면 잘 뒤집어줍니다~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/d88eb3084b0d78f0acf6217df5375fef1.jpg'}, {'step_number': 11, 'description': '그릇에 예쁘게 담으면 끝!\n종지에 간장을 붓고 찍어 먹으면 맛있어요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/04/24/765e19598650d9977a80d500aa7ebcd41.jpg'}]"
2432,밑반찬,일상,채소류,부침,고소한 배추전,배추전,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/09aa7741b8955c569851ddd29698f30b.jpg,"7,010",15분 이내,아무나,2인분,"[('알배기배추', '10장'), ('부침가루', '1/2컵'), ('찹쌀가루', '1/2컵'), ('찬물', '1컵'), ('소금', ''), ('실고추', ''), ('식용유', ''), ('굵은소금', ''), ('간장', ''), ('고추가루', ''), ('실파', ''), ('통깨', ''), ('식초', '')]",고소하고 담백한 배추전입니다.,"[{'step_number': 1, 'description': '배추는 굵은소금 풀어서 2시간정도 절여두었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/acaee09bb9322624f0cc1a90bdbd2b1b1.jpg'}, {'step_number': 2, 'description': '절여진 배추 잘 헹구어서 반죽을 앞.뒤로 묻혀주었지요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/2952f68a62a84ccb52040f854d644f381.jpg'}, {'step_number': 3, 'description': '기름두른 팬에 앞, 뒤로 노릇노릇하게 구워주면 완성. 양념장과 실고추를 얹어서 곁들입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/1a12fec2f6548d97ed9297529621cd651.jpg'}]"
2433,밑반찬,일상,채소류,부침,봄향기 가득~돌미나리전 - 딸에게#,None,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/2f80b0e589a4163e65821ca03de1fe98.jpg,"8,057",None,None,None,[],,[]
2434,밑반찬,일상,채소류,부침,봄 봄 봄~~냉이 부침개,냉이부침개,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/21/ac246898cbbb6252c341c59f85985c3c1.jpg,"3,838",30분 이내,아무나,3인분,"[('냉이                                                                                수북히', '1줌'), ('부침가루', '1컵'), ('찹쌀가루', '1/3컵'), ('달걀', '1개'), ('물', '1.5컵'), ('소금', '1t')]","봄 봄 봄 봄 봄이왔어요~~~
주말 나들이로 아이들과 안성*랜드를
다녀왔어요^^ 마침 냉이축제를 하고있어서
아이들과 열심히 냉이를 캐어왔답니다
어렸을때 저도 봄이되면 부모님과 냉이며
쑥이며 많이 캐러다녔었는데.....ㅎ
옛날 생각도 나고 너무 잼있었어요~
아이들과 열심히 캐온 냉이로 냉이 부침개랑
냉이 된장찌개를 해먹었더니 집안이 봄 향기로
가~~~~득 했답니다^^","[{'step_number': 1, 'description': '냉이를 직접 캐온거라 흙이 엄청 많쵸~~흙물이 나오지 않을때까지 아주 여러번 씻었답니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/5a99bfbf76dd3cad923f8cca6f7d1a971.jpg'}, {'step_number': 2, 'description': '요코케 깨끗히 씻어 채반에 받쳐 물기를 빼주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/c42a894b61ef8dbea5ec881c1b5631c51.jpg'}, {'step_number': 3, 'description': '넉넉한 볼에 부침가루 찹쌀가루 계란 물 소금을 넣고 거품기로 잘 섞어 살짝 묽게 반죽해주어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/1e916c05ae82d00cf0bdaf86d761dd881.jpg'}, {'step_number': 4, 'description': '냉이를 한움큼 넣고 반죽과 잘 섞어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/649c8d47fcb8f2172757a400bf972b5e1.jpg'}, {'step_number': 5, 'description': '달궈진 후라이팬에 기름을 넉넉히 두르고 반죽 한 국자씩 넣어 얇게 펴 앞뒤로 노릇노릇 구워주면 봄 내음 \n가~득한 냉이부침개 완성입니다요^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/59af07c7625d28094a9d32b61bad5cff1.jpg'}]"
2435,밑반찬,일상,채소류,부침,향긋한 두릅전 만들기,두릅전,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/29/0540e63256412fe9733a933b09a303bb1.jpg,"20,574",30분 이내,초급,2인분,"[('두릅', ''), ('부침가루', '')]",향긋하고 쌉쌀한 두릅전 소개해요.,"[{'step_number': 1, 'description': '두릅을 끓는 물에 데쳐주세요. 두릅은 크기가 크고 두껍기 때문에 살짝 데치는 느낌보다는 삶는다는 생각으로 해주시면 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/3dbfe9a97cb83c647aff6380681a51911.jpg'}, {'step_number': 2, 'description': '두꺼운 부분이 잘 안 익으니까 먼저 살살 넣어주세요. 덜 익히면 구웠을때 딱딱하더라구요. 그래서 조금 더 많이 익혔어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/9cf3130a8da99f51e3ae8c839bca46f51.jpg'}, {'step_number': 3, 'description': '부침가루로 부쳐줄꺼에요. 밀가루를 사용하시면 소금간을 조금 해주셔야 한답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/169a221860fc5c15827fdd0504b1cbfc1.jpg'}, {'step_number': 4, 'description': '걸쭉하기 보다는 조금 묽게 반죽을 만들었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/75c2141c8496149d04726e8d177c51ec1.jpg'}, {'step_number': 5, 'description': '두릅이 커서 먹기 좋게 반을 똑 잘랐어요. 두릅이 작다면 그냥 그대로 사용하셔도 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/504f6c5aa5daae2decf4e18b1cffc54e1.jpg'}, {'step_number': 6, 'description': '반죽에 두릅을 넣고 잘 섞어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/0ef08b92198cfc02711d88a050a8a0971.jpg'}, {'step_number': 7, 'description': '달군팬에 기름을 두르고 두릅을 올려주세요. 잘랐기 때문에 몇개씩 잡아서 같이 구웠어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/e2763a3e6e7fecc4ee026f540afb114d1.jpg'}, {'step_number': 8, 'description': '앞뒤로 노릇노릇하게 구워내면 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/9bf67bccf2be6ab1182d8a014870ab031.jpg'}]"
