index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
53802,찌개,일상,달걀/유제품,끓이기,"달걀 톡~ ""순두부찌개""♪",달걀순두부찌개,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/94ae6ce3aa50350aed66c529f3c44ec41.jpg,"17,453",30분 이내,아무나,2인분,"[('순두부                                                                                350g', '1팩'), ('미니새송이버섯', '7개'), ('애호박', '1/4조각'), ('달걀', '1개'), ('물', '3컵'), ('고춧가루', '1스푼'), ('들기름', '1스푼'), ('다진마늘', '1스푼'), ('새우젓', '약간')]","속까지 든든하면서도 따뜻하게 먹을 수 있는 한끼식사로 많이들 찾는 순두부찌개인데요~
집에서도 간단하게 만들기..
그러나 날달걀까지 풀어 제대로 올린 영양만점 순두부찌개!!
만들어 볼까요^^","[{'step_number': 1, 'description': '미니새송이버섯은 편썰고, 애호박은 반달모양으로 썰어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/fbf970bfc442757c235d90e0d0c94be21.jpg'}, {'step_number': 2, 'description': '순두부는 포장되어 있는 상태 그대로 반 잘라서 쏙~빼주고요..', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/357c100710768d6301db8e6101fe37781.jpg'}, {'step_number': 3, 'description': '냄비에 고춧가루1스푼, 들기름1스푼, 다진마늘1스푼을 넣어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/2913ca17a7f69662fd24d08049bd6d4a1.jpg'}, {'step_number': 4, 'description': '가스불을 약불로 켜고 서서히 볶으면서 고추기름을 만들어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/3181dc06933ffc05f05c15959f1b0d051.jpg'}, {'step_number': 5, 'description': '여기에 물3컵을 넣은 다음, 미니새송이버섯과 애호박도 바로 넣어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/e23ff462399d91990084690d35c76d761.jpg'}, {'step_number': 6, 'description': '가스불을 센불로 올려 한번 팔팔 끓여냅니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/f780c4b9549bb4f4890a6b840c4cabc81.jpg'}, {'step_number': 7, 'description': '끓고나면 순두부도 듬성듬성 크게 떠서 넣어주고요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/06c2822ccdf9905bc1624b2fb617de381.jpg'}, {'step_number': 8, 'description': '다시 끓어오르면 새우젓을 넣어 간을 맞춰줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/83269e74439f3f457afb8d80e4367ae31.jpg'}, {'step_number': 9, 'description': '한번 섞어준 후 다시 끓여내구요..', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/52080b8466fd6d987252f6e1e754a9591.jpg'}, {'step_number': 10, 'description': '밥먹을땐 작은 뚝배기를 준비, 먹을양만큼 덜어서 다시 보글보글 끓여줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/726c93fb6621a5c998561490d8ce72361.jpg'}, {'step_number': 11, 'description': '끓어오르면 달걀1개 톡~ 넣어주고 바로 가스불 끕니다.\n이러면 순두부찌개 완성!!!!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/5481d2322dd789c3c9415729470e57c51.jpg'}]"
53803,찌개,일상,달걀/유제품,끓이기,크림스튜 만들기~ 따뜻한 국물 요리,크림스튜,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/1dda0f61ccaade881fa05752b98c59db1.jpg,"32,005",60분 이내,중급,5인분,"[('쇠고기(척아이롤)', '480g'), ('양송이버섯(大)', '4개'), ('감자(中)', '2개'), ('당근', '1개'), ('파프리카', '1개'), ('양파', '2/3개'), ('애호박', '1/2개'), ('슬라이스 마늘', '3톨'), ('빵', '원하는만큼'), ('우유', '600ml'), ('화이트와인', '180ml'), ('월계수잎', '4~5개'), ('올리브오일', '2T'), ('소금', '1/2t'), ('통후추', '1/2t'), ('버터', '30g'), ('밀가루', '4T'), ('밀가루', '1T'), ('소금', '1/2t'), ('후추', '조금')]",수프보다는 더 농도감 있는 국물. 고기와 다양한 야채들을 함께 넣어 오랜 시간 끓인 덕에. 국물이 넘 맛있네요♥,"[{'step_number': 1, 'description': '파프리카는 불에 구워서, 겉껍질을 까맣게 태워주세요. 그리고 물에 씻어, 태운 부분을 벗겨주면 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/d45b5f93e1330487e08bbab2aa1cea401.jpg'}, {'step_number': 2, 'description': '감자, 당근, 애호박, 버섯, 양파, 파프리카는 먹기 좋은 크기로 썰어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/aaab510372cd859272ab0756edc8e8611.jpg'}, {'step_number': 3, 'description': '모서리 부분을 둥글게 다듬어주면, 나중에 끓일 때 예쁘게 유지된답니다.당근과 감자는 껍질을 벗겨서~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/2544c611bdf8310b7d65de492d4606991.jpg'}, {'step_number': 4, 'description': '감자는 차가운 물에 2,3분 담가, 전분기를 빼주면 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/470ddd9181434f68c23625f02c8133681.jpg'}, {'step_number': 5, 'description': '먹기 좋게 썰어 놓은 소고기에 밑간 재료들을 넣고 잘 섞어주세요. (소금&후추 → 밀가루 순서로)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/316ca54cf1d18d587b9a3692af7f84cf1.jpg'}, {'step_number': 6, 'description': '예열된 프라이팬에 버터 30g을 넣고 약불에서 녹인 다음, 밀가루 4T를 넣고 6~7분 동안 볶아 화이트 루를 만들어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/5a179ff6a2cf690061f8cc73b923d2851.jpg'}, {'step_number': 7, 'description': '예열된 냄비에 올리브유 2T와 슬라이스 한 마늘을 넣고 중불에서 1분 동안 볶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/762a4d950a284655d2794668b778c0f61.jpg'}, {'step_number': 8, 'description': '여기에 밑간 한 고기를 넣고 2분 더 볶아준 다음,', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/b4209653bdbd2b0628828b5f09ea87af1.jpg'}, {'step_number': 9, 'description': '양파와 당근을 넣고 2분 더 볶고, 화이트 와인을 넣고 3분간 끓여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/5b88d2f759c8e7dd561a618aaf2170171.jpg'}, {'step_number': 10, 'description': '그다음에 감자, 버섯, 애호박, 파프리카, 우유, 화이트 루, 소금, 월계수잎을 넣고 뚜껑을 덮어 5분간 끓여주세요. 그리고 약불로 줄여 30~35분 끓여주면 된답니다.농도 조절을 늘 취향껏', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/2d4f1b2f5c82efd6ef68f4707311337b1.jpg'}, {'step_number': 11, 'description': '우유를 넣어서 바닥이 눌어붙을 수 있으니. 중간에 밑을 긁어주는 게 좋답니다.간을 봤을 때. 심심하다 싶으면 소금을 더 추가로~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/f7b1b8e5bcb45f8e948d91253416595b1.jpg'}, {'step_number': 12, 'description': '원하는 농도가 나오셨으면 불을 끈 다음에, 간 통후추를 뿌려주면 끝.빵에 찍어 먹으면 더욱 맛있답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/25/057c36c0f499fbabce59fca72a155cb61.jpg'}]"
53804,찌개,일상,달걀/유제품,끓이기,None,None,None,None,None,None,None,[],,[]
53805,찌개,일상,달걀/유제품,끓이기,간단한 순두부찌개 끓이는 법 감칠맛 나는 순두부찌개 만들기 순두부찌개 레시피,순두부찌개,https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/fca853804cbf311ee0799b9c301a8fbd1.jpg,"6,128",30분 이내,초급,2인분,"[('순두부', '1/2개'), ('대파', '1줌'), ('계란', '1개'), ('물', '1컵'), ('코인 육수', '1알'), ('고춧가루', '2큰술'), ('다진 마늘', '0.5큰술'), ('식용유', '0.5큰술'), ('참기름', '0.5큰술'), ('액젓', '1큰술'), ('맛술', '1큰술')]","순두부는 제철이 따로 없어 마트 어디서든 쉽게 구할 수 있는 식재료인데요. 고단백 식품으로 체중조절에도 좋은 음식이지요. 양념장에 곁들어 먹어도 맛있고, 찌개를 끓여 먹어도 맛있는 순두부! 저는 순두부찌개를 만들어봤어요.","[{'step_number': 1, 'description': '냄비에 송송 썰어 준 대파를 먼저 넣어 주고,대파 한줌', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/19f2cee5d8ec117ff5c8e5322ddb8f081.jpg'}, {'step_number': 2, 'description': '준비한 양념 재료를 몽땅 넣어줍니다.고춧가루 1 큰 술, 다진 마늘 0.5 큰 술, 식용유 0.5 큰 술, 참기름 0.5 큰 술, 액젓 1 큰 술※ 참기름을 넣어야 덜 느끼해진답니다!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/1437d55248c2e65ac7a20e7f6a9fb55e1.jpg'}, {'step_number': 3, 'description': '대파와 양념재료가 타지 않도록 달달 볶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/9aafa4fecdcc5874565a6933b8207da91.jpg'}, {'step_number': 4, 'description': '볶다가 육수 재료인 물 1컵과 코인 육수 1알을 넣어서 바글바글 끓여줍니다. 물 1컵과 코인 육수 1알 (또는 멸치육수)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/34734bd0821f5366bc65c502c2b808991.jpg'}, {'step_number': 5, 'description': '순두부 1/2개를 넣어 큼직큼직 조각을 내어 골고루 데워지도록 끓여주세요.순두부 1/2개', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/e778d289a626bb1e8f506b46ff511da51.jpg'}, {'step_number': 6, 'description': '끓기 시작하면 불리해 둔 계란 흰자만 넣어주고,계란 흰자', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/3b577b1bae05062965ca18637fbd82641.jpg'}, {'step_number': 7, 'description': '맛술 1 큰 술도 함께 넣어줍니다.맛술 1 큰 술', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/f470d89deef70b607878c30a2747a4491.jpg'}, {'step_number': 8, 'description': '1~2분 정도 끓여주다가 송송 썬 대파와 노른자를 올려주면 순두부찌개 완성!\n송송 썬 대파, 노른자', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/8299ac0f7091514991cdf33a3b1292891.jpg'}, {'step_number': 9, 'description': '보들보들 순두부와 감칠맛 양념에 밥과 함께 말아 먹으면 너무너무 맛있어요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/a5ebf054945a724a43e5416c911b9bff1.jpg'}]"
53806,찌개,일상,달걀/유제품,끓이기,캠핑요리 일본 크림스튜 만드는 법,크림스튜,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/bb195802beee4770b4d164d9eab747d81.jpg,"40,980",60분 이내,중급,5인분,"[('닭다리살', '3개'), ('양파 중간것', '1개'), ('당근 중간것', '1개'), ('감자 중간것', '2개'), ('양송이 작은거', '1팩'), ('브로콜리', '1개'), ('우유                                                                                300ml', '1.5컵'), ('밀가루', '4Ts'), ('버터', '2Ts'), ('소금', '약간'), ('후추', '약간'), ('소주', '약간')]","일본드라마중 심야식당이란 것을 들어보셨나요?

저도 생소하긴 하지만 말은 들어봤거든요.

그 드라마중에 일본식 가정식인 크림스튜가 나와서 캠핑장이나 일반식으로도 손색이 없을듯 하여 만들어봤어요.

카레를 즐겨하시는 분들이라면 쉽게 따라할수 있는 크림스튜!

카레대신 우유와 버터를 넣는것이 특징이라면 특징인거죠!

그럼 만드는 법 나가요~","[{'step_number': 1, 'description': '원래 닭고기는 뼈와 같이 쓰는것이 더욱 좋아요. 왜냐면 뼈에서 사골육수가 나오기때문에 좋은데 전 그냥 살코기로 했어요.\n살코기로 하실경우는 약간의 요리수나 그런것을 나중에 넣으시면 좋아요.\n살코기는 한입크기로 좀 크게 썰어서 소금후추로 밑간을 해놓아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/dca956927a857e4b0f272c75ca1bf58f1.jpg'}, {'step_number': 2, 'description': '이때 소주를 살짝 뿌려주면 잡내도 사라지니 이용해보세요. \n닭고기가 재워지면 밀가루를 비닐봉지에 약2큰술정도 넣고 골고루 버무려주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/d9f9f031b99c5a5d32266cb71eb4a4751.jpg'}, {'step_number': 3, 'description': '감자와 당근은 큼직하게 썰어서 준비해주세요.\n감자는 물에 10분이상 담가 전분기를 살짝 빼주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/cc5aed70729c24991a95098c938be2211.jpg'}, {'step_number': 4, 'description': '브로콜리는 먹기좋은 크기로 떼어서 준비해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/97b5f74613c0e4a7257c5a235be57d711.jpg'}, {'step_number': 5, 'description': '양송이는 안쪽에 먼지를 제거하고 키친타월이나 물에 가볍게 행구세요.\n이제 닭고기는 살짝 기름을 두른후 앞뒤로 구워주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/bdb301ac0551c542a10b2b1378407f321.jpg'}, {'step_number': 6, 'description': '구워주는 의미는 육즙이 빠져나가지 않게 하기 위함이에요.\n겉면만 익혀준다는 것처럼 하고 끓일 냄비에 넣어주세요.\n야채도 그 후라이팬에 넣고 오일을 두르고 양파를 갈색이 날정도로 볶다가 감자-당근을 넣고 볶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/39102a22ef01391701d1e25d0f5dbbb11.jpg'}, {'step_number': 7, 'description': '고기넣은 냄비에 같이 쏟아넣고 브로콜리와 양송이도 섞어서 물이 잠길만큼 넣고 끓이세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/0be729670330aee4a8f90a27ef94bd111.jpg'}, {'step_number': 8, 'description': '이때 살코기로만 한다면 요리수나 약간의 감미료를 살짝 섞어도 좋아요.\n이제 후라이팬에 버터2큰술을 넣고 녹으면 밀가루2큰술을 넣고 화이트루를 만들어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/a38dc5c8c96cfb23b01343d0ebc859e81.jpg'}, {'step_number': 9, 'description': '얼추다 녹으면 우유한컵반(300ml)을 넣고 농도가 생기면 끓고있는 냄비에 같이 섞어서 은근한 불에 충분히 끓여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/bf43dbab4ffc86163f8755bbd7c1fe181.jpg'}, {'step_number': 10, 'description': '간은 소금,후추로 해주시면 완성이에요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/38ef82bbda52b277056c7959a8b114fe1.jpg'}, {'step_number': 11, 'description': '더 깊은 맛을 원하신다면 물과 함께 화이트와인을 섞으셔도 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/17/55c16614368641b79d5d9e61968bc49f1.jpg'}]"
53807,찌개,일상,달걀/유제품,끓이기,None,None,None,None,None,None,None,[],,[]
53808,찌개,일상,달걀/유제품,끓이기,고소하고 부드러운 야채 듬뿍 크림스튜,크림스튜,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/04/213a26ba17c16a8ef3551ee49debd964.jpg,"10,475",30분 이내,초급,6인분 이상,"[('닭가슴살', '400g'), ('양파', '1개'), ('감자', '4개'), ('데친 브로콜리', '1/3개'), ('가지', '1/2개'), ('애호박', '1/2개'), ('청피망', '1/2개'), ('홍피망', '1/2개'), ('완두콩', '1줌'), ('스위트콘', '3큰술'), ('올리브유', '1큰술'), ('고형 크림스튜', '1팩'), ('물', '800ml'), ('우유', '250ml'), ('생크림', '150ml'), ('후추', '약간'), ('소금', '약간')]","부드럽고 고소한 야채듬뿍 치킨 크림스튜입니다. 좋아하는 야채 듬뿍 넣고 단백질 보충을 위해 고기도 넣고 만들면 입맛 없는 요즘 별식으로, 영양식으로 참 좋은것 같아요. 고소하고 부드러운 크림스튜. 같이 드실래요?","[{'step_number': 1, 'description': '야채는 먹기좋게 썰어두고 브로콜리는 살짝 데쳐서 준비 하세요. 달군팬에 식용유를 두르고 닭가슴살을 센불에 볶다가 소금과 후추로 간을 해서 마져 볶고 익으면 따로 덜어 둡니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/04/a2a52ace35e4e99d50fca8255b8636881.jpg'}, {'step_number': 2, 'description': '팬에 큼직하게 썰어둔 감자를 볶아 줍니다. 볶아 주다가 분량을 물을 넣고 감자가 익을때까지 끓여 줍니다. 감자가 익으면 고형스튜를 넣고 잘 풀어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/04/100ccf0f1c9d3358d3634540a66dfccb1.jpg'}, {'step_number': 3, 'description': '고형스튜가 잘 풀리면 준비한 야채와 볶아둔 닭가슴살을 넣어 줍니다. 우유와 생크림을 넣고 모든 재료가 어우러질때까지 끓여 줍니다. 생크림 없이 우유만 넣으셔도 되요. 마지막 간을 보시고 싱거우면 약간의 소금을 넣어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/04/a04db18406e6416b521a075d7e548ca21.jpg'}, {'step_number': 4, 'description': '부드럽고 고소한 야채듬뿍 치킨 크림스튜 완성. 큼직한 야채와 닭가슴살이 어우러져 먹음직 스러워요. 스튜는 빵에 찍어 먹는게 정말 맛있어요. 바게트 빵 같은 빵. 하지만 집에 빵이 없을땐 밥과 함께 카레처럼 먹어도 맛있어요. 고소하고 부드럽고 야채가 듬뿍 들어가 씹는맛도 일품. 스튜는 밥과 비벼서 먹는것 보다 밥과 함께 떠서 먹는게 더 맛있답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/04/1cc29c20965379eaf6d6d485431c529c1.jpg'}]"
53809,찌개,일상,달걀/유제품,끓이기,참치김치찌개,참치김치찌개,https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/803987da9824a88d27f52c2d6d97cb8f1.jpg,"2,010",30분 이내,초급,4인분,"[('참치캔', '4개'), ('묵은지', '1/2포기'), ('대파', '약간')]",오늘은 왠지 여름장마가 계속되다보니 보글보글 참치김치찌개가 너무나도 생각이 나네요. 그럴때 먹으면 너무 좋은 참치김치찌개 입니다.,"[{'step_number': 1, 'description': '참치김치찌개를 소개합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/ca683259cfe1d7d44a19b1bb866c9ccf1.jpg'}, {'step_number': 2, 'description': '묵은지를 먹기좋은 크기로 잘라서 준비합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/1aa911187f4d63cd304ff895c2eb47cd1.jpg'}, {'step_number': 3, 'description': '참치캔에 있는 기름을 이용해서 먼저 넣어준후 묵은지와 함께 볶아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/931cbf58e9ed8c9635bb48bc90b1a84c1.jpg'}, {'step_number': 4, 'description': '쌀뜨물을 넣어서 자작자작하게 끊여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/f0f6f51a8d83ecc633e0130c480346261.jpg'}, {'step_number': 5, 'description': '기름을 뺀 참치를 넣어서 한소큼 더 끊여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/e5adb1f2ef851deaca6ec29f6f7d82481.jpg'}, {'step_number': 6, 'description': '대파를 넣어서 한번 더 끊여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/85f3f01e7673365c4fa7c561f2f2f5901.jpg'}, {'step_number': 7, 'description': '참치김치찌개가 완성이 되었습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/15/ec105b0456d153c3f87c903e274535851.jpg'}]"
53810,찌개,일상,달걀/유제품,끓이기,None,None,None,None,None,None,None,[],,[]
53811,찌개,일상,달걀/유제품,끓이기,심야식당 달래크림스튜,달래크림스튜,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/5984ab3c59bb26410f1e7ab1fd45ca161.jpg,"15,743",None,None,None,"[('돼지고기안심                                                                                닭고기 쇠고기 가능', '180g'), ('감자', '1개'), ('양파', '1/2개'), ('당근', '1/4개'), ('달래', '40g'), ('물', '1컵'), ('버터', '1큰술'), ('생크림', '1/2컵'), ('우유', '1컵'), ('소금', '약간'), ('후추', '약간'), ('버터', '2큰술'), ('밀가루', '2큰술'), ('우유', '1컵')]",빵이나 또띠아와 아주 잘 어울리는 달래 크림스튜,"[{'step_number': 1, 'description': '오늘은 향긋한 달래를 넣고 크림스튜를 만들어 보았습니다. 달래는 깨끗이 씻어서 3cm 길이로 잘라 주시고 양파, 당근, 감자, 돼지고기 안심은 1 X 1cm 크기로 잘라 주세요. 채소의 크기는 취향껏 하시면 될 것 같습니다. 단 달래는 너무 길면 먹다가 걸리므로 주의하시구요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/42cd5293aa2c90492c57592faa5f15201.jpg'}, {'step_number': 2, 'description': '먼저 화이트소스(루)를 만들어 주세요. 이 과정이 귀찮으시면 그냥 생크림과 우유만 넣으셔도 됩니다. 우유, 버터, 밀가루를 준비해 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/55be8f1b132653b4aff1b9a5999e2cd31.JPG'}, {'step_number': 3, 'description': '중불에서 달군 팬에 버터를 녹인 후 밀가루를 넣고 재빠르게 볶아 주세요. 우유를 넣고 밀가루가 호화(밀가루가 부풀어 오르면)되면 빨리 불을 꺼 주세요. 이 과정 1분도 채 안걸립니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/abbcb79c059165d578d83d24ec3bbbc71.jpg'}, {'step_number': 4, 'description': '달군 팬에 버터를 녹인 후 돼지고기를 넣고 볶아 주세요. 고기 겉면이 익어가면 당근, 양파, 감자를 넣고 볶은 후 물 1컵을 넣고 뚜껑을 덮고 감자가 익을 때까지 끓여 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/d09c7aedd674c88cf482260917e733381.jpg'}, {'step_number': 5, 'description': '화이트소스와 별도로 크림스튜에 넣을 생크림와 우유를 준비해 주세요. 감자가 익어가면 분량의 생크림과 우유, 좀 전에 만든 화이트소스를 넣고 소금과 후춧가루로 간을 해 주세요. 화이트소스가 약간 덩어리져서 푸는데 시간이 좀 걸렸습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/5d8b28a696b59d4c8149d96d471802211.jpg'}, {'step_number': 6, 'description': '크림스튜의 농도는 취향껏 해 주시면 될 것 같습니다. 다 완성이 되면 불을 끈 후 달래를 넣고 섞어 주시면 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/0afdf53687192da5f838c9e0c33c28731.jpg'}, {'step_number': 7, 'description': '저는 빵 찍어 먹을 거라서 농도를 약간 진하게 만들었습니다. 스프형태로 떠 먹고 싶으신 분은 묽게 만드시면 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/24b1cb678131e02359dde96fa3413ff61.jpg'}]"
